@relation 'actinopterygii'

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute class hierarchical perciformes/pomacentridae/chromis/c-chrysura,perciformes/acanthuridae/acanthurus/a-nigrofuscus,perciformes/chaetodontidae/chaetodon/c-lunulatus,beryciformes/holocentridae/myripristis/m-kuntee,perciformes/chaetodontidae/chaetodon/c-trifascialis,perciformes/pomacentridae/dascyllus/d-reticulatus,perciformes/pomacentridae/plectroglyphidodon/p-dickii,perciformes/pomacentridae/amphiprion/a-clarkii,perciformes/acanthuridae/zebrasoma/z-scopas,perciformes/pomacentridae/neoglyphidodon/n-nigroris,perciformes/pomacentridae/dascyllus/d-aruanus,perciformes/pomacentridae/abudefduf/a-vaigiensis,perciformes/pempheridae/pempheris/p-vanicolensis,perciformes/labridae/hemigymnus/h-melapterus,perciformes/chaetodontidae/chaetodon/c-speculum

@data
0.185214,1.022222,0.878775,44.381781,0.783737,12.706513,177.298084,2.022343,3.546445,0.90528,0.964307,-0.45015,0.934109,0.881128,1.715607,perciformes/pomacentridae/dascyllus/d-aruanus
0.126069,0.200617,0.963616,21.333853,0.917001,8.651434,85.674532,2.237203,3.479788,0.173306,0.483984,-0.693958,0.987535,0.966246,1.878073,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.14188,0.840381,0.934577,35.912765,0.854065,10.892206,143.490464,2.293867,3.880684,0.761894,0.788506,-0.56361,0.975922,0.936792,1.680612,perciformes/pomacentridae/dascyllus/d-aruanus
0.245449,0.097072,0.983936,16.327909,0.953594,7.326886,65.671517,1.701448,2.55704,0.089316,0.315323,-0.784719,0.981427,0.986624,1.894523,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.207786,0.227378,0.963871,11.521315,0.934262,5.81902,46.220594,1.900358,2.940352,0.206508,0.426829,-0.725013,0.982194,0.978802,1.81792,perciformes/pomacentridae/chromis/c-chrysura
0.502991,0.407373,0.909903,53.995261,0.878027,14.41659,216.473733,1.2799,2.177464,0.355256,0.650757,-0.507972,0.879186,0.926386,1.681049,perciformes/pomacentridae/amphiprion/a-clarkii
0.35178,0.156517,0.942308,13.291635,0.922062,6.940705,53.442842,1.6078,2.477934,0.133146,0.434465,-0.628565,0.947013,0.953961,1.709151,perciformes/pomacentridae/amphiprion/a-clarkii
0.185467,0.261279,0.964765,23.243451,0.897405,8.871111,93.265993,2.089918,3.311989,0.223302,0.558835,-0.639443,0.977518,0.969477,1.787154,perciformes/pomacentridae/chromis/c-chrysura
0.241274,0.281818,0.978854,31.825684,0.907143,10.063636,127.648918,1.921948,3.046172,0.24701,0.542598,-0.668914,0.976313,0.980991,1.680158,perciformes/pomacentridae/dascyllus/d-reticulatus
0.222632,0.107282,0.961945,17.298801,0.94651,8.003509,69.587166,1.744741,2.625491,0.096149,0.340968,-0.731443,0.975486,0.970837,1.823863,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.127082,0.609135,0.909531,23.477752,0.883872,9.000351,93.863417,2.228787,3.705228,0.552274,0.668801,-0.61377,0.981026,0.970319,1.883975,perciformes/pomacentridae/chromis/c-chrysura
0.134466,0.230487,0.954278,23.718514,0.904875,9.239504,95.220062,2.218565,3.480448,0.196873,0.527571,-0.660505,0.983713,0.958274,1.794937,perciformes/pomacentridae/chromis/c-chrysura
0.195529,0.085012,0.987434,17.443503,0.961651,7.530812,70.1587,1.915736,2.863088,0.081116,0.279193,-0.818959,0.990525,0.989273,1.841168,perciformes/pomacentridae/dascyllus/d-reticulatus
0.290484,0.060703,0.968428,19.648556,0.969648,8.676992,79.074855,1.523618,2.25882,0.061152,0.228898,-0.805495,0.975946,0.972048,1.902813,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.203737,0.148971,0.952528,20.653712,0.932141,8.768449,83.012927,1.910159,2.933095,0.130114,0.413923,-0.693395,0.977516,0.960802,1.833883,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.1555,0.116071,0.980789,13.237055,0.94347,6.423775,53.232659,2.032467,3.054446,0.103306,0.357556,-0.767798,0.988825,0.984388,1.945376,perciformes/pomacentridae/dascyllus/d-reticulatus
0.606789,0.066999,0.921114,32.757555,0.966501,11.403654,131.674972,0.883523,1.341653,0.065874,0.245806,-0.664305,0.858324,0.922888,1.771421,beryciformes/holocentridae/myripristis/m-kuntee
0.237023,0.087623,0.956987,21.872267,0.956189,9.16442,87.973243,1.616779,2.420142,0.081342,0.297002,-0.751691,0.972511,0.959965,1.710415,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.351044,0.080155,0.983919,36.195689,0.966007,11.642202,145.429261,1.387134,2.087543,0.078276,0.258389,-0.800212,0.968632,0.987037,1.920963,perciformes/pomacentridae/chromis/c-chrysura
0.255517,0.13831,0.926367,26.691289,0.931887,10.180556,107.262153,1.592359,2.441166,0.119792,0.402342,-0.63843,0.947978,0.931174,1.778161,beryciformes/holocentridae/myripristis/m-kuntee
0.332917,0.084662,0.931775,20.115413,0.957669,8.861867,80.929878,1.359403,2.045867,0.079122,0.290011,-0.708727,0.945598,0.936008,1.756209,beryciformes/holocentridae/myripristis/m-kuntee
0.069173,0.73027,0.917324,26.559622,0.767002,9.442557,106.097403,2.551329,4.441065,0.61846,0.923316,-0.436181,0.957099,0.920174,1.78731,perciformes/pomacentridae/amphiprion/a-clarkii
0.146805,0.189189,0.960897,30.75945,0.923663,10.678378,123.515034,2.163115,3.348469,0.16516,0.459067,-0.700754,0.986409,0.962065,1.794146,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.138209,0.236068,0.949173,18.122057,0.899149,7.981037,72.75,2.2062,3.472058,0.199836,0.541997,-0.634839,0.980006,0.953339,1.713277,perciformes/pomacentridae/amphiprion/a-clarkii
0.206666,0.107763,0.969944,13.387732,0.946544,6.841546,53.869786,1.896719,2.847166,0.096625,0.341936,-0.751756,0.983664,0.972496,1.85429,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.173872,0.619346,0.896116,16.873345,0.892382,7.485752,67.340915,2.010599,3.306954,0.565952,0.63523,-0.626816,0.97527,0.964607,1.817275,perciformes/pomacentridae/chromis/c-chrysura
0.268133,0.107042,0.959869,28.167594,0.948676,10.391549,113.211831,1.640313,2.48167,0.096822,0.337641,-0.72951,0.970645,0.969424,1.785741,perciformes/pempheridae/pempheris/p-vanicolensis
0.195535,0.167217,0.965271,27.987358,0.933216,10.146563,112.4154,1.941891,2.994492,0.148102,0.418723,-0.7073,0.980945,0.972993,1.716497,perciformes/pomacentridae/amphiprion/a-clarkii
0.223132,0.122901,0.946912,16.244629,0.941068,7.799674,65.342118,1.698563,2.583387,0.10885,0.369839,-0.699882,0.968528,0.954686,1.755045,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.303136,0.073718,0.972265,37.526353,0.963141,12.064103,150.784722,1.508034,2.249351,0.070913,0.263152,-0.779028,0.971247,0.975448,1.887747,beryciformes/holocentridae/myripristis/m-kuntee
0.172874,0.289744,0.933185,30.323682,0.899563,10.64359,121.669231,1.985805,3.187353,0.251522,0.565055,-0.603087,0.967579,0.944711,1.851229,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.123809,0.309878,0.976161,27.83016,0.898352,9.268307,111.589054,2.297476,3.633671,0.270249,0.576803,-0.680168,0.988114,0.976803,1.719644,perciformes/pomacentridae/dascyllus/d-reticulatus
0.234844,0.140317,0.982449,38.397729,0.935886,11.761616,154.184725,1.831019,2.797669,0.123381,0.398215,-0.73037,0.979794,0.986981,1.73696,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.369587,0.104321,0.966174,28.809731,0.955475,10.474947,115.788309,1.315405,1.998947,0.097047,0.313998,-0.733105,0.949252,0.971953,1.820687,perciformes/acanthuridae/zebrasoma/z-scopas
0.214308,0.128709,0.975449,27.481344,0.942146,10.003234,110.420891,1.719904,2.618108,0.114865,0.373346,-0.74036,0.976694,0.977039,1.725963,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.512881,0.089512,0.985221,45.308707,0.964091,13.035929,181.959086,1.139078,1.755627,0.086445,0.271082,-0.743423,0.935274,1,1.873814,perciformes/labridae/hemigymnus/h-melapterus
0.205705,0.055116,0.99057,18.205312,0.972611,7.849941,73.255775,1.815886,2.676154,0.057033,0.21309,-0.854395,0.990723,0.994156,1.901893,perciformes/pomacentridae/dascyllus/d-reticulatus
0.211508,0.143822,0.953092,20.748148,0.930405,8.798263,83.397683,1.923846,2.930701,0.124457,0.411532,-0.69319,0.977426,0.959215,1.741254,beryciformes/holocentridae/myripristis/m-kuntee
0.205076,0.097603,0.962062,21.894707,0.951199,9.11054,88.049658,1.733188,2.598064,0.088827,0.319783,-0.750087,0.977633,0.96906,1.732154,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.114594,0.331655,0.946141,19.882791,0.87491,8.229748,79.712891,2.333733,3.761606,0.281376,0.636638,-0.588294,0.978011,0.953419,1.771117,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.17715,0.187586,0.980641,29.854143,0.925697,10.033097,119.855077,2.05612,3.186894,0.164451,0.453828,-0.713268,0.985285,0.984423,1.807928,perciformes/pomacentridae/dascyllus/d-reticulatus
0.300678,0.110891,0.932228,23.556099,0.944555,9.568122,94.710538,1.578307,2.387906,0.098793,0.348373,-0.683225,0.957125,0.945178,1.773467,beryciformes/holocentridae/myripristis/m-kuntee
0.154176,0.210969,0.958763,33.059459,0.915091,11.076878,132.718195,2.117523,3.309048,0.18244,0.493375,-0.67302,0.982418,0.963421,1.790805,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.146329,0.109498,0.983889,13.085229,0.945758,6.256057,52.621444,2.100224,3.142841,0.097959,0.345564,-0.781763,0.991105,0.987582,1.910146,perciformes/pomacentridae/chromis/c-chrysura
0.415377,0.057171,0.991854,29.349917,0.973402,10.198013,117.978898,1.331927,1.985496,0.059331,0.212307,-0.82454,0.96866,0.994809,1.789525,perciformes/pomacentridae/chromis/c-chrysura
0.125159,0.526263,0.933168,15.957975,0.826238,6.965455,63.74,2.375502,3.984028,0.447595,0.793162,-0.514302,0.967781,0.939172,1.683173,perciformes/pomacentridae/amphiprion/a-clarkii
0.089654,0.535012,0.947344,29.565791,0.860874,9.927826,118.347666,2.479317,4.10092,0.470631,0.728993,-0.591315,0.983883,0.948135,1.760437,perciformes/pomacentridae/dascyllus/d-aruanus
0.283113,0.088511,0.940524,25.802664,0.955744,10.042957,103.748851,1.393024,2.09822,0.082009,0.29908,-0.714106,0.95013,0.946759,1.719273,beryciformes/holocentridae/myripristis/m-kuntee
0.26254,0.114572,0.925574,35.119903,0.943826,11.753059,141.098628,1.568571,2.383278,0.102017,0.355609,-0.676853,0.95535,0.927659,1.82054,beryciformes/holocentridae/myripristis/m-kuntee
0.169113,0.260789,0.945332,21.293804,0.892076,8.728051,85.458953,2.088728,3.329847,0.220579,0.569932,-0.603654,0.9715,0.948474,1.977696,perciformes/pomacentridae/amphiprion/a-clarkii
0.201758,0.198167,0.981075,32.814704,0.917944,10.534391,131.718073,1.976231,3.07648,0.171345,0.480443,-0.706037,0.982431,0.983009,1.872635,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.145295,0.61,0.922816,19.162594,0.894583,7.831509,76.528868,2.118925,3.485131,0.557842,0.629274,-0.650657,0.982498,0.974867,1.872013,perciformes/pomacentridae/chromis/c-chrysura
0.32449,0.113333,0.916717,21.636807,0.943333,9.186882,87.007097,1.470204,2.23439,0.100625,0.353428,-0.658174,0.942498,0.930467,1.783307,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.220974,0.182833,0.966843,24.125195,0.923814,9.276381,96.896743,1.848752,2.885528,0.159101,0.456881,-0.675452,0.973288,0.977329,1.882501,perciformes/pomacentridae/chromis/c-chrysura
0.221089,0.191195,0.97638,25.800607,0.923436,9.359319,103.595213,1.832311,2.846831,0.166952,0.461956,-0.691185,0.974962,0.979486,1.870231,perciformes/acanthuridae/zebrasoma/z-scopas
0.209024,0.086678,0.973122,13.378943,0.956661,6.891724,53.858849,1.770071,2.64035,0.080634,0.294784,-0.778191,0.982538,0.977359,1.89686,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.095689,0.735993,0.868357,19.598172,0.770943,8.229485,78.170062,2.368482,4.171088,0.625628,0.920669,-0.376736,0.925059,0.87469,1.900896,perciformes/pomacentridae/amphiprion/a-clarkii
0.244731,0.152783,0.978522,28.109194,0.933837,9.941325,112.904348,1.771397,2.728086,0.134479,0.412349,-0.711337,0.975088,0.982723,1.91224,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.193885,0.249469,0.973543,25.961123,0.893093,9.250048,104.172174,1.955089,3.099165,0.210166,0.559517,-0.628207,0.970302,0.977551,1.713408,perciformes/pomacentridae/dascyllus/d-reticulatus
0.244837,0.103728,0.969503,16.267039,0.948484,7.664442,65.442478,1.673038,2.51877,0.093566,0.333311,-0.740997,0.973876,0.982311,1.858366,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.225818,0.163563,0.980485,18.47947,0.929268,7.591363,74.2278,2.002151,3.068341,0.142953,0.427054,-0.721638,0.984226,0.983831,1.869143,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.138704,0.308457,0.970606,26.511845,0.896925,9.254043,106.316324,2.217262,3.514174,0.268602,0.571968,-0.654077,0.983434,0.973909,1.838365,perciformes/pomacentridae/dascyllus/d-reticulatus
0.094188,0.499786,0.933757,14.692535,0.821389,6.640385,58.684402,2.436616,4.085938,0.420166,0.787073,-0.511249,0.969315,0.935207,1.665785,perciformes/pomacentridae/dascyllus/d-aruanus
0.251541,0.070584,0.96899,35.098488,0.965034,11.686361,141.052789,1.589543,2.366264,0.068698,0.25482,-0.794425,0.977639,0.971769,1.817209,beryciformes/holocentridae/myripristis/m-kuntee
0.285625,0.159226,0.93686,16.455818,0.928125,7.827381,66.152282,1.619878,2.515197,0.138269,0.430378,-0.665793,0.958516,0.955685,1.730927,perciformes/pomacentridae/amphiprion/a-clarkii
0.264046,0.131148,0.94476,26.347031,0.937288,10.063189,105.884948,1.625478,2.488509,0.115178,0.386591,-0.671778,0.958811,0.94687,1.927853,beryciformes/holocentridae/myripristis/m-kuntee
0.123309,0.106535,0.98782,17.90399,0.948018,7.388041,71.970202,2.224328,3.322961,0.096062,0.338281,-0.799619,0.994007,0.990239,1.76795,perciformes/pomacentridae/chromis/c-chrysura
0.074681,0.909677,0.906017,21.917265,0.790087,8.296278,87.276923,2.540663,4.415905,0.800737,0.944578,-0.459388,0.963418,0.910508,1.701065,perciformes/pomacentridae/dascyllus/d-aruanus
0.182731,0.118588,0.987901,24.454614,0.943654,8.875187,98.253591,2.050315,3.08622,0.105801,0.359709,-0.770532,0.989499,0.990536,1.824574,perciformes/pomacentridae/dascyllus/d-reticulatus
0.173585,0.096639,0.983839,14.921655,0.95241,6.939705,60.022734,1.970871,2.943145,0.088409,0.316805,-0.789363,0.989173,0.986946,1.742163,perciformes/pomacentridae/dascyllus/d-reticulatus
0.132148,0.252802,0.959141,15.186298,0.900606,6.986163,60.928048,2.272784,3.58039,0.216504,0.548575,-0.657898,0.984941,0.963359,1.789642,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.225541,0.124904,0.986755,18.124374,0.944409,7.354966,72.8313,1.799151,2.740784,0.112162,0.364253,-0.763981,0.982969,0.987696,1.793016,perciformes/pomacentridae/dascyllus/d-reticulatus
0.101575,0.245295,0.971367,28.18112,0.888453,9.808293,113.091228,2.384059,3.709277,0.204221,0.562043,-0.668895,0.987905,0.975104,1.889164,perciformes/pomacentridae/dascyllus/d-reticulatus
0.203937,0.09035,0.980984,14.650339,0.956933,7.038316,58.949926,1.860055,2.783508,0.084266,0.299269,-0.791061,0.986823,0.984394,1.765741,perciformes/pomacentridae/dascyllus/d-reticulatus
0.296642,0.170511,0.963038,46.542099,0.929923,13.333209,186.830233,1.674765,2.607727,0.149833,0.433723,-0.661005,0.961155,0.97061,1.835105,perciformes/pomacentridae/chromis/c-chrysura
0.159669,0.110305,0.977502,18.590926,0.945302,8.066032,74.756549,2.011831,3.01612,0.098543,0.347298,-0.769335,0.988418,0.981588,1.816508,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.279007,0.146994,0.975029,42.141528,0.936928,12.552951,169.202703,1.638403,2.529513,0.130214,0.40033,-0.712613,0.969129,0.98046,1.788601,perciformes/pomacentridae/dascyllus/d-reticulatus
0.255902,0.108688,0.966181,28.425217,0.958457,10.388527,114.240488,1.706862,2.580593,0.102475,0.302545,-0.792664,0.982976,0.972054,1.794833,beryciformes/holocentridae/myripristis/m-kuntee
0.189094,0.113526,0.984656,14.655898,0.946106,6.65138,58.924799,1.867451,2.812911,0.101965,0.350185,-0.770469,0.985169,0.986962,1.745489,perciformes/pomacentridae/dascyllus/d-reticulatus
0.274473,0.167945,0.918467,26.056976,0.923188,10.036658,104.686275,1.634958,2.54021,0.144568,0.445797,-0.623204,0.948528,0.922546,1.823943,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.294082,0.274852,0.98126,36.871473,0.923045,10.901063,147.891381,1.667079,2.645131,0.24703,0.486404,-0.698352,0.970296,0.983733,1.738474,perciformes/pomacentridae/dascyllus/d-reticulatus
0.11386,0.813628,0.922016,36.195515,0.827095,11.16298,144.665141,2.374191,4.05391,0.724117,0.855295,-0.525454,0.971792,0.9269,1.703396,perciformes/pomacentridae/dascyllus/d-aruanus
0.246408,0.104024,0.963045,23.850668,0.948703,9.50611,95.891803,1.649277,2.4877,0.093941,0.333628,-0.735348,0.971901,0.970903,1.922381,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.366155,0.078748,0.97126,30.425379,0.962545,10.811859,122.297535,1.457554,2.19258,0.075485,0.271452,-0.768449,0.967049,0.978422,1.822468,perciformes/pomacentridae/chromis/c-chrysura
0.085515,0.336334,0.94898,16.934707,0.844357,7.417352,67.865101,2.495544,3.977593,0.273094,0.660215,-0.574698,0.979565,0.950207,1.776477,perciformes/pomacentridae/amphiprion/a-clarkii
0.084539,0.701231,0.919507,30.979374,0.796142,10.350852,123.862216,2.440236,4.206748,0.602865,0.882345,-0.46526,0.960189,0.927825,1.767774,perciformes/pomacentridae/amphiprion/a-clarkii
0.328385,0.059747,0.972172,42.619811,0.970126,12.922537,171.226179,1.498067,2.221002,0.060435,0.226272,-0.805058,0.974601,0.976172,1.840373,beryciformes/holocentridae/myripristis/m-kuntee
0.216603,0.106739,0.985714,25.584908,0.947402,9.379887,102.818158,1.802016,2.709682,0.096001,0.339441,-0.77356,0.983478,0.98833,1.807272,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.243533,0.132599,0.954016,11.471268,0.934157,6.365122,46.149316,1.7173,2.612254,0.115264,0.391751,-0.684608,0.966472,0.967145,1.867128,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.276037,0.168513,0.932307,31.233581,0.915743,10.983673,125.451312,1.705227,2.628636,0.14201,0.453521,-0.612757,0.949706,0.945037,1.720911,beryciformes/holocentridae/myripristis/m-kuntee
0.191891,0.340385,0.922616,14.242111,0.871538,6.971795,57.062821,2.044664,3.334161,0.288301,0.646606,-0.530887,0.954022,0.929209,1.756803,perciformes/pomacentridae/amphiprion/a-clarkii
0.131818,0.232554,0.962936,19.035,0.898082,8.005653,76.406823,2.24476,3.505929,0.196034,0.539376,-0.642828,0.981779,0.96826,1.872797,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.132493,0.244318,0.964846,19.241721,0.900662,7.972727,77.219886,2.224746,3.500038,0.208381,0.543788,-0.666606,0.984779,0.967976,1.78829,perciformes/pomacentridae/chromis/c-chrysura
0.541272,0.128817,0.964426,30.517168,0.948266,10.746958,122.610563,1.117164,1.741651,0.117519,0.353071,-0.670391,0.909569,0.971068,1.678206,perciformes/pomacentridae/chromis/c-chrysura
0.213106,0.146076,0.954851,24.087194,0.928785,9.511646,96.796203,1.805399,2.760536,0.125941,0.41611,-0.67718,0.969934,0.95891,1.81809,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.084003,1.173713,0.908408,28.849875,0.797533,9.505974,114.818934,2.493027,4.367636,1.058364,0.971064,-0.479671,0.967706,0.913605,1.725174,perciformes/pomacentridae/dascyllus/d-aruanus
0.157574,0.134553,0.964229,21.636544,0.936911,8.920753,86.968195,2.05113,3.112736,0.118284,0.390894,-0.730995,0.98605,0.970138,1.792706,perciformes/pomacentridae/amphiprion/a-clarkii
0.135632,0.290951,0.939161,24.656969,0.878152,9.46858,98.927734,2.261671,3.611053,0.243683,0.608536,-0.588048,0.974988,0.942698,1.769513,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.252504,0.113307,0.964302,24.731705,0.943581,9.653033,99.415851,1.675721,2.532467,0.100703,0.353604,-0.717758,0.970202,0.967795,1.724103,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.233739,0.118976,0.971119,7.768637,0.941902,4.809893,31.255213,1.754815,2.658562,0.105436,0.364347,-0.728525,0.97595,0.974089,1.836785,perciformes/pomacentridae/dascyllus/d-reticulatus
0.106579,0.418946,0.934688,26.547111,0.843645,9.693516,106.374367,2.41556,3.955666,0.352124,0.717671,-0.543856,0.973607,0.938017,1.752854,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.21046,0.456494,0.933046,9.220047,0.859801,4.852459,36.725995,2.028458,3.379645,0.394746,0.713179,-0.541792,0.958564,0.935466,1.806575,perciformes/pomacentridae/amphiprion/a-clarkii
0.191569,0.344052,0.928758,18.755783,0.893205,8.116078,75.185359,2.001718,3.260385,0.300984,0.599063,-0.5954,0.967971,0.953012,1.811027,perciformes/pomacentridae/chromis/c-chrysura
0.141419,0.214154,0.955388,14.988096,0.904933,7.127145,60.1827,2.198993,3.420675,0.181245,0.515018,-0.65524,0.982004,0.95836,1.869492,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.229955,0.356098,0.980184,34.629716,0.898034,10.15935,138.796748,1.903107,3.06855,0.314507,0.589157,-0.652133,0.973992,0.981892,1.773955,perciformes/pomacentridae/dascyllus/d-reticulatus
0.414994,0.117544,0.927928,35.35732,0.950516,11.785714,142.047368,1.384155,2.135221,0.107668,0.338806,-0.685116,0.944428,0.931007,1.728182,beryciformes/holocentridae/myripristis/m-kuntee
0.1651,0.373577,0.899675,18.290904,0.860745,8.137808,73.297676,2.081586,3.419844,0.315613,0.67916,-0.5083,0.95014,0.904301,1.730067,perciformes/pomacentridae/amphiprion/a-clarkii
0.187338,0.48595,0.847882,16.183817,0.909149,7.669715,64.727698,1.906954,3.043149,0.445096,0.553599,-0.627121,0.96849,0.935193,1.767342,perciformes/pomacentridae/chromis/c-chrysura
0.179624,0.097949,0.981592,11.35449,0.952059,5.928359,45.689555,1.914406,2.865764,0.089517,0.319689,-0.783525,0.987456,0.983485,1.92871,perciformes/pomacentridae/dascyllus/d-reticulatus
0.330836,0.638074,0.903185,49.714629,0.842776,13.657592,199.073066,1.750746,3.049847,0.561842,0.793493,-0.479696,0.924158,0.920242,1.834294,perciformes/chaetodontidae/chaetodon/c-trifascialis
0.226458,0.206605,0.974614,30.303324,0.924053,10.275071,121.647904,1.923023,3.014989,0.18199,0.46705,-0.711165,0.981891,0.976177,1.843018,perciformes/pomacentridae/chromis/c-chrysura
0.157598,0.329926,0.941066,16.107451,0.879486,7.32737,64.556862,2.15043,3.47872,0.281597,0.628199,-0.586659,0.971756,0.941974,1.816842,perciformes/pomacentridae/amphiprion/a-clarkii
0.243549,0.092061,0.977608,27.649659,0.954235,10.149359,111.139932,1.735478,2.597589,0.084781,0.307312,-0.767597,0.980138,0.982006,1.747126,perciformes/pomacentridae/plectroglyphidodon/p-dickii
0.285401,0.106546,0.984699,18.308713,0.952461,7.732441,73.610607,1.607335,2.43906,0.097923,0.326087,-0.763926,0.975164,0.986162,1.744228,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.169949,0.111924,0.98114,20.928179,0.950059,8.50732,84.131523,1.972961,2.976767,0.102077,0.337444,-0.777955,0.988638,0.983049,1.798498,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.35157,0.107591,0.982348,34.251621,0.959363,11.203374,137.598126,1.473266,2.243851,0.101801,0.298841,-0.778492,0.970947,0.984492,1.89504,perciformes/pomacentridae/chromis/c-chrysura
0.200444,0.181465,0.980068,23.962991,0.92286,8.842792,96.222197,1.898609,2.934449,0.157387,0.458223,-0.702569,0.978945,0.981934,1.837897,perciformes/pomacentridae/dascyllus/d-reticulatus
0.156642,0.154437,0.980092,28.632528,0.930676,9.981866,114.998566,2.14309,3.27309,0.134742,0.42161,-0.749001,0.990023,0.981285,1.900674,perciformes/pomacentridae/chromis/c-chrysura
0.277459,0.052727,0.981479,18.957839,0.973636,8.406061,76.30303,1.477895,2.18488,0.05517,0.206469,-0.834286,0.977838,0.982591,1.938507,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.213022,0.130762,0.983592,28.770836,0.937348,9.988367,115.575877,1.84957,2.809637,0.114833,0.386047,-0.732634,0.980389,0.988555,1.895758,perciformes/pomacentridae/dascyllus/d-reticulatus
0.21937,0.348009,0.971985,37.140481,0.891657,11.154098,148.91007,1.944157,3.140256,0.304032,0.604785,-0.617593,0.969301,0.975352,1.74216,perciformes/pomacentridae/dascyllus/d-reticulatus
0.141068,0.182842,0.978222,18.225031,0.935239,7.521809,73.18642,2.218693,3.411369,0.163985,0.419335,-0.749657,0.991601,0.979385,1.738956,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.167667,0.233672,0.942941,21.972157,0.905022,8.958626,88.213895,1.999693,3.174903,0.199986,0.529485,-0.628943,0.97246,0.952662,1.95402,perciformes/pomacentridae/chromis/c-chrysura
0.297127,0.088384,0.983196,39.858926,0.964177,12.234367,160.110991,1.593752,2.400418,0.0854,0.270207,-0.811039,0.980906,0.985703,1.8323,perciformes/pomacentridae/chromis/c-chrysura
0.199697,0.21939,0.971622,19.357777,0.907772,7.903306,77.704697,2.019904,3.171701,0.18745,0.515326,-0.667738,0.978973,0.975864,1.816792,perciformes/acanthuridae/acanthurus/a-nigrofuscus
0.095305,0.394402,0.960965,19.508832,0.860946,7.635714,78.117181,2.466545,4.022101,0.335654,0.68982,-0.601342,0.984136,0.961037,1.70133,perciformes/chaetodontidae/chaetodon/c-lunulatus
0.23462,0.148861,0.973875,20.443864,0.930127,8.420506,82.151899,1.732614,2.659262,0.129169,0.417239,-0.699614,0.970985,0.978457,1.816183,perciformes/acanthuridae/zebrasoma/z-scopas
0.233221,0.104283,0.983561,19.594662,0.95111,8.136276,78.781906,1.772329,2.671263,0.095192,0.328374,-0.773227,0.982608,0.985096,1.895632,perciformes/pomacentridae/dascyllus/d-reticulatus
0.173132,0.189895,0.979489,25.642592,0.918193,9.199353,102.954455,2.046323,3.162413,0.163522,0.474672,-0.709867,0.984477,0.981931,1.723936,perciformes/pomacentridae/dascyllus/d-reticulatus
0.166944,0.273737,0.947179,22.710121,0.899461,9.00208,91.128402,2.05955,3.298779,0.23608,0.561329,-0.614261,0.972784,0.952356,1.789463,perciformes/pomacentridae/amphiprion/a-clarkii
0.295324,0.08677,0.980213,32.929685,0.960211,11.119452,132.32596,1.611948,2.424469,0.082201,0.28601,-0.797657,0.979755,0.984805,1.803693,perciformes/pomacentridae/chromis/c-chrysura
0.192636,0.105624,0.968937,20.883686,0.948543,8.79105,83.977585,1.832655,2.757889,0.095407,0.336181,-0.753893,0.982068,0.973902,1.862591,beryciformes/holocentridae/myripristis/m-kuntee
