@relation 'instrument'

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute class hierarchical aerophone/wood/clarinet,aerophone/wood/flute,membranophone/bimembranophone/bassdrum,aerophone/wood/oboe,aerophone/brass/trombone,idiophone/metal/crotale,membranophone/unimembranophone/tambourine,idiophone/fibrousmaterial/marimba,aerophone/brass/tuba,aerophone/wood/saxophone,aerophone/wood/bassoon,chordophone/pizzicato/guitar,aerophone/brass/horn,idiophone/fibrousmaterial/xylophone,eletrophone/electroacoustic/electricguitar,eletrophone/electronic/keyboard,idiophone/metal/gong,chordophone/pizzicato/mandolin,chordophone/pizzicato/banjo,chordophone/pizzicato/doublebass,idiophone/metal/cymbal,aerophone/brass/trumpet,eletrophone/electronic/synthesizer,membranophone/unimembranophone/timbale,chordophone/arco/violin,chordophone/arco/violadarco,chordophone/arco/cello,membranophone/bimembranophone/snare,eletrophone/electroacoustic/bass,membranophone/bimembranophone/toms,idiophone/metal/bells

@data
-631.577723,172.977732,45.501274,21.818834,25.514567,9.045884,1.496469,-9.431325,-4.781738,-0.811259,-15.082858,-2.163804,-0.946589,-7.589786,-11.189944,-1.136746,-10.742779,-7.607013,-0.770293,-16.271652,-14.809302,-5.482058,-10.575481,-16.592858,-13.242893,-19.166027,-12.410405,6.013817,8.902436,16.142064,aerophone/brass/tuba
-663.144064,163.74153,62.526948,33.185836,25.073296,19.551729,12.635964,-6.778243,-7.850883,0.007756,-15.302516,-10.630638,-6.526041,-12.912691,-9.267211,4.308263,0.8985,-2.047629,4.448585,-3.968111,0.543581,7.49314,3.904821,-0.083963,-0.168118,-5.806269,-5.683171,0.805582,-2.226133,-0.271192,aerophone/brass/tuba
-672.695045,70.123194,-68.435278,23.78068,35.918615,0.90243,-5.900852,-9.570115,-4.62694,-19.814486,-19.886953,5.460319,-5.67469,-2.694313,-3.464198,-20.132286,7.12811,24.012406,28.707744,23.508645,3.425212,-1.525722,4.007673,17.330849,17.225201,-13.524949,-9.749857,14.98484,9.37751,-9.485732,aerophone/brass/trumpet
-454.816511,181.42593,20.301183,9.848634,8.077379,-0.769172,-4.507094,-6.709489,-8.31819,-2.727238,-7.420589,-0.919054,-9.466724,-6.357719,-9.195376,-1.427501,0.853856,2.249564,-2.018284,-6.323173,-3.594134,-2.963451,-1.945202,-3.754238,-5.666325,-6.925911,-8.095346,-12.082825,-15.765696,-13.573492,aerophone/brass/tuba
-365.091886,50.268682,-59.751659,-2.935115,8.185902,22.66126,-7.106014,-11.908974,10.669916,-5.066306,-7.152009,6.166,-11.301187,0.02503,-3.652612,-8.264727,-10.174333,-8.282513,-4.985292,-9.778113,-10.553539,-21.617395,-23.831774,-15.25545,4.999905,28.587916,30.039024,10.54911,-3.094157,-2.362154,aerophone/wood/oboe
-323.359908,74.412765,-11.927701,10.823684,-8.994206,-16.975476,-11.213095,-7.464526,-2.810376,-4.945038,-0.238112,7.228678,-4.952799,-1.262285,5.61954,-0.693685,4.639843,13.096319,3.392125,2.934407,-4.827581,-6.520117,-7.178825,-6.559751,0.725337,-0.440462,-0.464625,-5.643313,-6.04071,0.686138,aerophone/brass/horn
-259.2249,39.450407,-19.048902,-9.489086,-11.327988,0.507801,-4.655616,-7.383061,-4.151769,-4.613474,0.44099,-5.042982,-0.408472,-1.477238,-1.415579,1.616656,0.217331,-2.699231,0.149419,-0.84723,-3.266526,-3.172852,-1.822739,4.70058,-3.85788,0.037141,0.593296,2.966464,1.491017,-0.4005,aerophone/brass/trombone
-224.323435,44.731423,-26.009247,2.278657,-5.712559,-6.099914,2.3049,-0.931676,5.464168,0.900439,-15.823222,-4.430828,2.131119,-3.269332,-4.124335,0.819363,-2.553534,-0.835882,5.716748,3.812483,-0.80592,-1.176376,0.297436,-3.801023,-8.629667,-4.951934,-1.21946,0.684525,4.639261,3.673616,aerophone/wood/saxophone
-174.169675,-22.515288,-73.699024,-6.090925,13.755969,25.895846,5.30124,-10.889651,-12.68135,1.729664,-4.366824,2.984848,-9.36214,-8.084957,6.279656,-6.73967,0.609824,10.78746,-6.349241,8.941287,3.706578,-5.934827,4.514574,-4.983728,-0.456489,-6.905596,-3.924861,-4.908339,-8.005988,-7.053482,idiophone/metal/cymbal
-396.765594,55.692897,-32.109416,14.273945,-1.432302,3.657684,-2.850374,-14.350042,-14.517215,-5.614304,-4.510563,-13.347611,-10.89551,-11.924611,-18.126687,-19.510701,-19.380103,-21.063614,-18.057509,-1.801504,22.611067,35.411589,26.5797,7.607884,-3.031846,3.902196,13.828295,13.406034,-0.899443,-2.035985,aerophone/wood/saxophone
-362.137555,-20.59294,-36.997981,-22.533605,-17.213227,-12.155065,-20.880507,-12.083409,-19.787635,-26.786248,-12.635668,-2.607794,27.201538,37.964839,21.316454,-5.980047,-17.27381,6.641042,17.896112,-13.846039,-22.512174,-17.469056,0.443942,-3.908937,-12.666118,21.506275,23.704284,-11.036756,-3.287036,14.005953,aerophone/brass/trombone
-562.950102,-237.962501,-102.619211,-43.799553,-18.782462,6.33115,3.285857,4.125468,3.419972,2.112017,7.969257,8.064915,-1.433115,-6.70994,-0.619811,2.758031,0.441276,-0.485701,-5.942051,1.681151,-3.003456,-1.860627,4.49952,-0.233288,-0.91375,2.937061,-0.426686,-1.37996,2.565835,-1.637498,membranophone/unimembranophone/tambourine
-449.850944,-32.264435,-18.459701,-2.476309,-36.821,-27.233832,-38.963399,-22.506659,-9.96292,0.157379,14.714421,46.587772,41.138889,-16.937432,-12.750408,-2.248037,6.788825,-9.245087,-48.700904,-5.689286,35.681591,2.23505,-1.371607,26.668459,4.038267,-28.157838,8.982249,21.620277,-11.626059,-7.119728,aerophone/wood/saxophone
-564.279133,84.228433,-47.337142,24.866321,3.522066,1.122563,-10.459309,0.311035,-10.660969,-10.007332,-1.664258,3.458477,-23.313087,-7.561417,-5.292412,-15.461017,-27.775098,-30.438961,-7.590071,21.246803,46.9144,40.307932,18.95489,-8.678959,-5.430983,12.579043,18.308751,-0.748668,-12.298494,2.652924,aerophone/wood/oboe
-731.77438,-25.308362,-37.201518,22.790414,26.16493,49.285194,-4.057758,-15.706242,17.911815,49.734878,-20.500108,-18.295345,30.328668,11.822627,18.249407,-2.612008,-28.570864,56.322959,-11.857137,-9.003217,5.197351,11.956119,15.39737,-5.986634,0.260149,-9.504884,32.069607,-12.190141,-4.685383,8.430112,aerophone/wood/oboe
-627.264001,185.021127,61.936953,23.513287,10.869073,19.555938,21.61044,-0.674802,-7.675837,3.404239,-2.258314,7.583751,9.800442,2.409531,-4.796363,0.269651,-6.031596,-3.847556,5.299706,-5.957477,-5.419143,0.017472,-2.05688,-1.160267,1.861955,-3.107639,-3.127196,3.742084,-1.021663,-2.22765,aerophone/brass/tuba
-154.660336,-4.160795,-16.108282,-12.641116,-12.09709,9.739203,4.04855,8.256175,-7.333952,-2.674947,9.992375,11.44186,0.910756,4.807011,-8.249172,-4.338375,-13.23384,-5.553342,-0.665787,-2.488729,0.63978,-5.580255,-5.328319,0.499817,-7.682695,14.773248,-0.323629,-5.737932,-4.126092,3.600888,idiophone/metal/cymbal
-340.999579,6.96263,-61.45365,-4.454707,-13.965821,22.789683,19.700313,-3.058908,-17.284894,-12.752671,1.902262,21.679223,9.987824,-7.617157,-12.567086,-4.693489,6.709354,10.730019,3.060254,-9.282595,-1.10295,-3.675758,6.66972,4.110384,-3.094551,-1.646559,-4.4468,3.351733,3.926754,1.667351,idiophone/fibrousmaterial/xylophone
-621.85851,146.819661,-29.329778,-11.161571,9.939405,-2.527569,-5.414853,-7.687644,-5.056435,-8.366,-14.316052,-7.752256,-0.267978,4.827356,5.553194,1.911574,2.488638,0.078761,-2.993735,-8.88439,-6.427938,0.676839,-7.191929,-11.543402,-18.168978,-24.863598,-11.822383,8.738205,17.111685,19.84035,aerophone/brass/trumpet
-439.275442,42.82326,-35.982891,5.743506,-18.320138,-11.168939,-21.40473,-28.278164,-16.676114,10.131026,14.369542,36.86614,10.887796,-8.751552,-17.081721,-11.57783,3.642442,-21.375479,-30.699285,-5.212681,9.560233,12.158552,10.384254,15.599476,0.647809,-18.616658,10.74356,17.862861,-5.530443,-2.87738,aerophone/wood/clarinet
-514.171821,196.606523,40.202933,24.678242,16.960288,6.47083,4.034045,-4.957298,-5.073809,-0.660616,-7.143522,-2.716514,-7.544254,-6.102746,-4.738557,2.825621,1.751565,-0.172756,0.591293,-4.046807,2.092962,3.630762,1.638692,-2.104704,-2.119137,-1.964392,-0.757426,-0.43184,-3.863273,-4.055078,aerophone/brass/tuba
-228.00923,60.545083,-31.884225,3.011773,-14.408695,-13.594594,-3.007033,2.874617,-0.558894,-0.40831,-7.930064,0.591383,-6.911366,-7.414572,-8.263479,-1.855693,-6.701561,-1.733842,-2.940018,1.502687,0.72568,3.595297,2.603214,2.740799,0.261162,-0.845343,0.384166,2.660574,-0.54838,-2.798476,aerophone/wood/saxophone
-495.548855,80.758336,-2.425182,33.616755,14.640129,12.54535,-4.678118,-11.243106,-7.602581,4.375546,-18.184196,-10.530388,-19.372028,-1.871986,-12.326177,-17.158353,-1.328444,11.71052,22.48573,35.732521,1.291105,-17.311916,5.876692,15.323502,1.28158,-9.313812,-10.414787,7.867489,5.154406,-4.188606,chordophone/pizzicato/guitar
-591.316508,-59.096174,-40.491113,34.960219,32.787012,-7.309374,-13.399714,41.492334,-7.029896,-34.049739,27.863975,-0.072731,-7.946189,-3.23966,-9.953328,19.904569,-21.789982,31.374235,6.401246,-11.758604,1.035784,18.097818,1.799894,7.212332,5.273539,13.689171,-10.355671,6.685283,3.491052,-9.715266,aerophone/wood/clarinet
-72.289381,32.700349,-11.472603,10.103197,-8.803137,-0.773478,9.246838,-0.000929,-9.186532,-2.797274,1.836171,4.731098,3.634498,3.460061,0.518617,-3.069535,-5.310067,1.298089,4.535893,-3.485516,-3.934439,4.76707,2.099613,-1.647207,-0.2779,-1.027447,0.510756,0.104452,-0.710723,8.499322,eletrophone/electronic/keyboard
-635.01563,167.288437,52.004242,47.713724,27.462295,6.893855,4.633995,-3.894309,-7.404225,-3.715565,-3.740504,-1.129468,-0.732597,-0.863761,-3.564675,0.548936,-1.212193,-3.507056,5.679825,-5.380375,-2.877793,-1.083647,-8.504551,-6.847101,-1.709634,-6.196442,-10.763528,-9.092007,-15.269722,-13.621914,aerophone/brass/tuba
-623.05324,1.980831,-42.842533,-12.128189,16.411198,32.892274,6.748064,-30.296743,-12.734058,22.318597,20.350228,-22.260262,-14.889145,13.01062,10.675953,41.757391,-0.101368,-19.188239,18.770227,14.806816,10.913084,-8.474392,-10.031687,15.035502,9.035444,7.22176,-17.556444,0.821209,15.096421,7.985851,aerophone/wood/flute
-546.700959,48.670883,-39.084902,-8.568786,-33.905128,-10.636692,-29.780408,-0.80924,20.828935,45.34985,25.035016,-5.504749,-29.203485,-8.49882,1.20712,-14.553542,-14.822082,22.263378,37.881389,3.662601,-4.48596,0.735142,-4.102296,-6.743316,9.189002,-9.456212,1.726108,28.877923,7.538916,-6.666928,aerophone/wood/clarinet
-262.703054,78.308256,-45.117941,9.868113,-20.318899,-6.87214,2.370124,3.61252,3.845648,-9.364155,-12.092787,3.965524,-3.573616,-4.904088,-8.293509,-5.923419,-5.310254,-1.931129,-1.458071,3.981193,1.726302,4.295066,1.773761,-1.084723,-3.453436,-1.128923,2.13117,-0.265571,-2.394949,-2.345104,aerophone/wood/saxophone
-236.12117,64.691043,-35.459794,29.815733,1.505892,5.614697,1.303165,-1.237116,-4.771635,8.478968,-4.332997,-5.605533,3.62872,4.417821,-2.28631,-2.296491,-1.225685,-0.122082,3.294295,4.529019,3.469743,2.264909,5.145677,9.880536,8.654265,11.218054,15.215637,18.489023,8.456274,-1.854333,aerophone/wood/clarinet
-493.293625,200.070538,28.306162,26.833482,11.875515,-0.510469,-2.448414,-2.116349,-5.31991,-0.172732,-3.191298,-3.697525,-6.818627,-5.739505,-3.359844,2.313392,0.403067,0.287835,1.831979,-2.855893,-1.681181,0.687222,0.382754,-1.318413,-1.063651,-2.454713,-1.048042,-0.377926,-0.586247,1.032853,aerophone/brass/tuba
-151.682493,88.87238,21.235714,6.898112,8.793507,8.841042,-4.297757,6.227669,-6.126625,-0.922983,-2.322405,4.730806,1.396063,3.30954,5.659496,-0.309966,-3.3048,2.25324,-0.0598,1.19002,-1.925594,-6.199749,-3.702569,-4.810624,-0.738672,-0.851125,1.383521,2.07005,1.384258,2.96062,eletrophone/electroacoustic/electricguitar
-497.502883,-77.844847,9.266637,8.363102,-12.027606,10.84831,-35.597888,3.32885,-4.494958,-14.63444,17.743528,-20.67693,11.070274,0.574424,-15.240754,9.467462,-20.18896,0.948757,-7.273965,-8.066304,8.627922,-11.483792,3.383652,-3.067182,-1.821064,3.52363,-5.710259,9.370223,-3.337384,-2.291479,idiophone/metal/bells
-150.381084,22.048751,-1.916299,11.559506,3.800065,-4.422197,-7.896004,-0.493468,-2.907537,-0.878777,-1.170371,-2.933133,-5.602923,-4.370986,-4.033596,-1.679594,-2.734265,-8.741678,-10.047892,-6.949241,-7.769069,-6.65194,-6.71519,-6.460452,-4.491954,-3.854712,-5.432016,-4.148825,-2.690146,-1.752543,membranophone/bimembranophone/snare
-536.751315,130.668107,5.437579,-9.561812,-9.102663,-17.662393,-28.304085,-7.077779,-21.844439,-23.034232,4.718568,16.489427,14.407324,17.142076,22.389805,19.560956,-4.155308,1.727971,2.954508,-10.844915,-19.215918,-10.417306,-4.839118,-6.264168,-3.799206,12.833009,4.940506,1.887189,0.041936,1.529078,idiophone/fibrousmaterial/marimba
-384.754278,147.095912,1.430668,23.404264,7.677584,0.410128,1.731702,4.033709,-3.421923,-0.195567,-10.54876,-0.315302,2.819135,2.00575,4.197533,3.063688,-0.897051,-6.175001,-1.00412,-7.202979,-3.904862,-4.239278,-18.280089,-12.24514,-7.963036,0.058225,5.438681,10.123578,9.495677,0.947063,chordophone/pizzicato/doublebass
-296.861553,62.376515,-23.39469,4.105968,-8.748895,1.281824,-3.789473,-4.309175,-3.979116,-2.392093,-1.147763,-2.754676,-1.907785,0.032378,-4.913035,0.474313,0.444938,-0.830553,-2.618513,-3.03357,-8.219058,-1.765509,-1.303285,-0.123665,-2.671599,-6.010872,-7.59146,-2.161577,-0.169098,-1.089787,aerophone/brass/trombone
-289.969,83.074029,8.645599,2.921436,12.895101,3.090505,-0.737051,-8.455812,-1.149677,-5.084068,5.505587,13.762808,11.400939,0.561742,-7.162395,-6.458496,-7.181335,-8.447706,-4.599449,-0.392516,-2.982874,0.600991,-0.892915,-1.693767,0.245347,-0.874176,0.923146,1.903961,1.499492,-0.305892,aerophone/wood/bassoon
-506.625146,94.393243,-40.573882,9.46309,-7.027164,-7.109921,-8.630306,-28.197489,-26.074758,-4.667907,-22.96868,-25.615108,-5.223397,13.928043,30.840812,39.791519,9.541802,-11.65616,-2.456886,5.199583,13.336177,-8.177119,-12.626619,-5.322623,3.351246,-14.779693,-20.391527,9.683045,17.711582,4.758145,aerophone/wood/clarinet
-690.869174,164.512931,77.975867,42.238688,23.011522,19.571697,19.960353,2.435186,-6.836613,5.333831,-1.24731,1.783935,6.040023,2.468942,-0.733079,1.97718,-6.700482,-1.543138,8.103522,-2.338578,0.770088,4.920593,-2.427896,-1.612002,3.636037,-3.873282,-2.724454,5.907891,-2.001468,-0.693756,aerophone/brass/tuba
-311.6634,36.566376,-14.841437,7.589338,-21.200443,-18.601159,-10.634587,1.061448,0.564022,-5.304038,-12.998187,-8.705477,-1.514839,-10.400242,-9.599471,-5.139781,-4.571369,-9.917266,-4.922095,-23.659348,-35.354074,-22.375475,1.405117,17.483645,28.257731,20.388318,2.443715,-2.320969,-0.076185,13.1795,aerophone/brass/horn
-581.561696,24.496498,-41.262158,-7.305426,-3.287983,-13.156839,-4.500902,7.00951,9.475636,10.308707,-16.845809,-31.22718,-12.717479,6.648355,13.632353,34.244846,46.302184,-0.138709,-29.271804,0.945286,9.178006,13.352588,-0.267284,-0.83002,2.194832,13.12534,-11.382784,-17.674904,9.258481,8.647715,aerophone/wood/flute
-330.320057,65.976698,-18.243665,20.305158,2.935867,-4.752129,2.880284,-18.359758,-10.525005,-7.047241,-7.470753,-4.729302,-7.101194,-2.07648,-6.136786,-1.003629,-12.960314,-4.486858,-0.962375,-3.479863,-0.336931,-9.73194,-8.321089,-11.594097,-8.91079,-14.764455,-26.203392,-27.794645,-15.938587,0.462566,aerophone/wood/saxophone
-385.28748,134.461602,-5.323528,0.51215,-11.919032,6.123078,4.954133,9.449759,-11.585207,-19.470723,-9.325256,-7.609137,-3.295555,13.756675,8.994741,0.149153,-6.27055,7.892593,-2.726296,-0.985233,2.9513,4.971538,4.390922,-10.793193,0.588739,-0.40385,-2.445413,1.63791,-4.431937,1.648239,aerophone/wood/bassoon
-603.180336,74.043771,-18.13818,14.098339,1.103917,8.232828,7.983463,-7.508952,-15.325289,5.677508,5.846226,-13.615803,-5.609225,3.776913,-10.792588,-3.084763,-9.569815,-13.560839,-15.583658,-24.297346,-17.683681,1.137798,27.212855,38.203981,30.289336,6.422371,-3.363614,5.070014,12.554282,10.341944,aerophone/wood/flute
-507.015919,174.395798,0.489211,8.098714,-1.140509,-11.327839,-3.837528,-12.120259,-11.088771,-1.850689,-12.408065,-3.155808,-8.473081,-10.88685,-6.696831,-6.613224,-13.716143,-14.73244,-9.582009,-12.92156,-18.791038,-23.546842,-21.339094,-27.760989,-25.46772,-0.265758,21.512241,25.966904,11.882022,-3.228196,aerophone/brass/tuba
-400.958225,145.892611,9.979203,17.003193,-6.85767,-11.708293,-11.683277,2.660196,-15.290586,-21.263056,-1.306666,7.956498,-5.831449,-10.359669,-0.006688,0.103507,-2.68597,4.242897,3.794445,-1.043599,-4.797928,-1.253207,-2.048507,-3.059381,1.038898,3.223581,0.971423,2.170751,2.899674,-3.455517,aerophone/wood/bassoon
-405.224638,81.735394,-58.318799,15.093427,-16.335273,-2.079222,-11.253614,-20.091728,-3.915787,-3.906649,-7.251681,-9.793191,-5.610761,-3.076069,-16.598621,-14.162907,-15.530723,-24.520303,-22.590552,-10.281351,7.541913,31.333913,29.303384,11.62327,-0.79034,-6.559249,9.913785,16.898658,1.95908,-2.597808,aerophone/brass/trombone
-312.963877,-35.172762,3.955295,-19.740871,-8.973984,7.120646,-12.813489,-3.980907,-9.420948,-1.248522,8.623995,3.555446,0.648556,0.168223,-0.822976,4.615906,1.070232,-2.712348,6.314449,-0.563505,3.677802,-2.581842,3.834048,-1.631451,0.078265,-4.583363,7.687871,-3.617637,3.581493,-1.035177,membranophone/unimembranophone/tambourine
-404.669651,-37.648038,-40.070852,-12.767072,-30.346094,-39.995544,-41.35574,-8.513362,-17.672361,15.163228,27.865376,33.151192,5.907451,-11.403582,-22.706238,2.946875,-3.886329,-34.690176,-14.706469,26.960788,20.538314,-0.80842,20.180998,7.120322,-16.944109,-0.190738,7.458497,-17.452513,-16.263516,13.549125,aerophone/wood/clarinet
-593.661264,-36.381395,-42.408996,33.470613,45.521537,15.080862,-38.546525,-1.91922,29.491806,-15.524814,-12.402161,28.789687,-0.009329,1.981126,-2.526715,-11.151215,32.857574,-30.624221,13.914973,10.763005,20.498324,-2.680201,0.152928,6.526312,14.321028,-10.285962,-4.106847,15.08547,-12.985783,3.141546,aerophone/wood/clarinet
-414.631042,-7.550054,-53.291531,2.840616,-17.840226,12.576671,17.782449,32.574611,6.729562,-16.033798,2.2526,18.64775,8.760125,-2.21215,9.022708,4.992526,-35.496303,1.87614,26.321945,-6.549406,11.753933,-0.481948,-7.604565,13.246106,-8.27377,9.556816,8.765059,-12.734502,6.575752,2.447013,aerophone/wood/clarinet
-522.710433,-46.121213,-52.013784,-22.102647,-17.218299,32.850744,30.141333,9.454611,-31.126998,-32.254029,17.435193,36.902182,-1.489014,-5.295453,-7.879781,-26.069023,26.325746,28.98708,-21.733709,-5.192922,0.9351,-6.540642,18.45502,-5.971161,12.36144,-16.557278,-5.553306,22.675543,-11.547095,2.045171,aerophone/wood/saxophone
-551.378885,109.423369,-33.233961,-17.316989,-3.933134,-3.854383,-28.74505,-25.2986,-18.655897,-19.822958,-12.768708,-22.152887,-4.281896,11.912373,25.835337,41.337652,16.356165,-5.186474,-2.258395,8.368229,11.509983,-4.960361,-14.558229,6.247745,0.009995,-15.607424,-15.567789,6.354029,12.579547,6.770418,aerophone/brass/trombone
-540.644089,-23.65017,-28.955434,12.055703,28.818054,2.158097,-26.613455,-7.661472,15.018171,-7.336604,-3.920898,32.03149,20.291085,3.190746,-1.319344,6.408838,25.365935,-23.895702,-6.97813,12.211837,7.210051,-9.952884,-4.730881,19.101266,12.200584,-10.254444,-0.277866,17.827069,-4.979917,1.206538,aerophone/wood/flute
-505.222601,165.330449,-10.152786,20.345804,-16.913698,-20.297222,-7.451442,-7.317192,-6.772519,-5.829465,0.90862,1.100793,-5.464214,-3.83777,4.175042,0.897849,2.344504,2.415749,2.560713,1.091904,2.580255,-0.861828,-8.77663,-5.109108,-1.972261,0.085546,-5.077621,-7.303496,-3.682204,2.089551,aerophone/brass/horn
-390.945828,-47.088041,-49.0487,-0.241568,-14.169882,-8.484916,-20.855129,-9.871843,-29.376908,-13.816132,1.061541,28.140362,41.221115,7.11056,-29.544593,-19.252379,8.530572,14.932365,-15.676427,-38.185292,1.82819,18.49034,-7.844347,11.65385,29.754522,5.026315,-15.691752,10.750545,-1.015197,-8.430977,aerophone/wood/clarinet
-107.450153,-9.897516,-12.358824,-11.674594,-7.076935,11.736944,13.382693,3.585359,-4.103605,3.665265,7.206274,-6.380545,-15.87678,-11.675338,-7.471068,-12.118662,-2.2372,0.796762,-11.852199,-0.584852,-8.308904,-2.646973,4.264121,-1.187457,0.569385,-4.394,2.8984,-0.811811,4.648305,2.209445,idiophone/metal/cymbal
-638.884531,-55.297205,-44.973653,26.918138,45.362135,27.929336,-50.606749,1.395055,41.497962,-9.069062,-9.55875,45.976112,-16.330713,4.468812,7.164824,-10.952439,43.440343,-33.133209,8.741746,-4.17179,27.990958,-12.344664,5.939862,10.570492,10.510672,-17.357445,-2.992668,19.210639,-9.54907,9.907592,aerophone/wood/clarinet
-371.190846,6.183884,-55.392369,-15.693743,-10.636592,23.85047,22.271664,-19.513419,-37.17184,4.176064,16.731324,-9.276129,-5.568061,10.421383,-13.479263,15.332055,13.810487,-14.355994,10.955205,2.550926,-1.96715,9.892013,-8.505555,8.806873,-10.997051,8.965653,-8.087712,-14.286612,7.37507,-6.667095,aerophone/wood/saxophone
-490.506924,187.576998,40.820137,16.11697,7.544722,9.235208,0.009909,-8.563796,-5.882668,-2.745932,-8.869976,-4.65888,-3.126057,-7.721401,-6.469475,0.271629,2.011297,0.746649,2.727204,0.790838,0.171629,0.135857,3.198363,-0.539243,-1.433811,-3.276585,0.954134,0.325462,-1.560207,-1.274933,aerophone/brass/tuba
-513.594456,17.950592,-33.419532,-9.036151,-8.724038,-4.922838,2.938537,18.871932,26.986438,7.93403,-27.428264,-17.474678,-3.644264,3.909424,13.416618,26.473844,45.136738,-12.328714,-25.376904,3.539425,6.887143,8.005194,0.594973,-1.951818,5.285724,8.824609,-20.0559,-0.200229,9.497091,1.421341,aerophone/wood/flute
-508.584523,114.984143,-51.058741,-23.840935,-6.96538,-4.7511,-1.499182,-13.534429,-4.38243,-1.331485,-4.061733,-13.861881,-8.005208,3.47088,-10.573691,-5.53369,-2.722408,-12.190057,-27.388492,-30.581014,-20.382644,8.028486,33.57675,41.389727,19.39506,1.769836,-8.214789,9.198493,12.578798,1.484018,aerophone/brass/trombone
-333.600002,-9.500774,-44.364513,3.097093,-23.737632,-9.556611,-6.831481,-17.136188,-7.287177,5.703547,23.726948,31.826999,21.154482,-11.162231,-16.068908,10.138686,9.798093,-7.94684,-18.241322,11.312818,13.097188,-2.747068,1.201371,14.650345,-6.312315,-9.171274,14.402108,0.83412,-5.477391,2.338341,aerophone/wood/saxophone
-463.209781,-7.695195,-42.285266,0.23103,-22.499575,-6.268039,-8.765293,14.162888,35.758063,21.465557,-21.7827,-35.563561,-1.337226,20.692254,1.137402,26.36936,29.600322,-16.3224,-24.900175,6.659842,10.22196,-6.206184,18.737934,9.217627,9.796971,16.851433,-18.966503,0.146302,12.015253,-2.743626,aerophone/wood/clarinet
-220.4504,-51.157277,-35.380745,-30.053924,-21.343998,-2.388418,-4.927407,-18.036441,-11.071483,1.044021,-21.529275,-19.361506,-2.996703,2.85124,7.877221,15.981724,7.428437,5.592025,7.77482,0.187986,-2.066773,3.838579,0.096101,-3.532756,-3.63982,-1.76927,-1.316526,-3.661925,-3.732163,0.313396,idiophone/metal/gong
-613.835851,186.604319,55.264719,27.972194,21.515961,12.239798,3.146419,-4.361914,-0.369464,10.618197,1.164219,-2.145874,-9.885127,-14.619262,-6.114863,6.368364,-2.64106,-9.205268,-0.198509,-2.08125,2.045195,3.545157,3.654138,0.519599,2.457882,-1.014591,-0.383468,-0.366188,-8.987595,-5.264327,aerophone/brass/tuba
-632.455392,193.287672,68.826216,32.044712,27.779055,21.591956,10.391591,-12.332472,-16.784049,-2.431044,-9.799976,0.841016,10.019982,2.297014,-2.687682,2.361797,-5.032946,-4.602843,8.790792,-5.272818,-6.028491,2.64346,-0.430956,-1.950187,3.669703,-7.518549,-4.851902,7.216096,-2.365571,0.029441,aerophone/brass/tuba
-360.718279,14.585932,-30.090192,-8.528637,-26.798024,-29.939798,-23.615877,-16.347626,9.803626,16.036019,36.29471,11.355589,-15.193165,-22.025025,1.589931,1.624845,-18.257564,-13.470522,22.241949,25.511563,-5.812277,3.175644,-0.147153,-15.572982,-4.282751,6.158027,-15.000417,-7.564628,20.061057,6.187091,aerophone/brass/horn
-325.763297,10.780807,-41.704324,7.842051,-11.923198,-9.065302,-9.866648,-26.328066,-14.036472,-8.683731,-17.006093,-17.185886,-16.461055,-14.504926,-29.573934,-30.247737,-30.93108,-12.474679,10.91845,32.909441,40.482315,19.650565,-1.104842,-6.564723,7.516537,11.558586,3.603009,-7.559706,-0.506879,8.702039,aerophone/wood/saxophone
-376.555807,3.442977,-19.101921,4.853797,-29.115255,-14.91353,-18.103839,-35.222154,-12.654887,-10.424328,-10.217591,8.839959,29.759777,40.968236,6.918244,-10.044949,-3.903849,6.032177,-3.396549,-22.066767,-22.900254,1.946875,1.513547,-4.881336,8.901067,23.744288,-2.5423,-10.433006,6.230776,1.761254,aerophone/brass/trumpet
-210.255152,53.168333,-22.009443,-5.157432,-1.416686,-7.796721,-6.741576,-5.139008,-0.071051,1.906157,-14.673141,-6.458868,1.425618,0.469493,-4.033133,-0.159139,-1.913238,-0.781827,0.49085,2.243777,0.496003,-0.396969,-3.158486,-2.006639,-5.941219,-2.728116,-0.701032,-1.944126,-0.960751,-3.550282,aerophone/wood/saxophone
-693.514951,169.965775,81.849283,38.869163,22.711163,15.877899,8.429081,-4.580005,-5.798664,6.220799,-1.2716,-2.184914,-2.637909,-3.204823,4.064591,6.913736,-4.08603,-0.598835,7.457296,-2.12323,3.73235,6.171633,-5.937568,-7.653514,1.46306,-4.734376,-1.734569,1.692446,-6.492957,-4.357863,aerophone/brass/tuba
