@relation 'gasch2.train'

@attribute "des460_plus_0point02__mms___5_min" numeric 
@attribute "des460_plus_0point02__mms___15_min" numeric 
@attribute "des460_plus_0point02__mms___30_min" numeric 
@attribute "des460_plus_0point2__mms___45_min" numeric 
@attribute "des460_plus_0point02__mms___60_min" numeric 
@attribute "des460_plus_0point02__mms___90_min" numeric 
@attribute "des460_plus_0point02__mms___120_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___5_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___15_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___30_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___45_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___60_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___90_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___120_min" numeric 
@attribute "dun1__plus_0point02__mms___30_min" numeric 
@attribute "dun1__plus_0point02__mms___90_min" numeric 
@attribute "dun1__plus_0point02__mms___120_min" numeric 
@attribute "wt_plus_gamma_5_min" numeric 
@attribute "wt_plus_gamma_10_min" numeric 
@attribute "wt_plus_gamma_20_min" numeric 
@attribute "wt_plus_gamma_30_min" numeric 
@attribute "wt_plus_gamma_45_min" numeric 
@attribute "wt_plus_gamma_60_min" numeric 
@attribute "wt_plus_gamma_90_min" numeric 
@attribute "wt_plus_gamma_120_min" numeric 
@attribute "des460_wt___mock_irradiation___5_min" numeric 
@attribute "des460_wt___mock_irradiation___30_min" numeric 
@attribute "des460_wt___mock_irradiation___60_min" numeric 
@attribute "des460_wt___mock_irradiation___90_min" numeric 
@attribute "mec1_plus_gamma_5_min" numeric 
@attribute "mec1_plus_gamma_10_min" numeric 
@attribute "mec1_plus_gamma_20_min" numeric 
@attribute "mec1_plus_gamma_30_min" numeric 
@attribute "mec1_plus_gamma_45_min" numeric 
@attribute "mec1_plus_gamma_60_min" numeric 
@attribute "mec1_plus_gamma_90_min" numeric 
@attribute "mec1_plus_gamma_120_min" numeric 
@attribute "des459_mec1___mock_irradiation___5_min" numeric 
@attribute "des459_mec1___mock_irradiation___30_min" numeric 
@attribute "des459_mec1___mock_irradiation___60_min" numeric 
@attribute "des460_wild_type_plus_heat_20_min" numeric 
@attribute "des459_mec1_plus_heat_20_min" numeric 
@attribute "mhy1_dun1_plus_heat_20_min" numeric 
@attribute "des460_vs_des460_ypd_log_phase_control" numeric 
@attribute "des459_mec1___log_phase_ir_time_._0_sample" numeric 
@attribute "des459_mec1___log_phase_mms_time_._0_sample" numeric 
@attribute "des460wt_vs_des459mec1_genomic_dna_comparison" numeric 
@attribute "des460wt_vs_des459mec1_genomic_dna_comparison_.2" numeric 
@attribute "des460_genomic_dna_vs_mhy26_dun1_genomic_dna" numeric 
@attribute "mhy1_crt1_vs_cry1_wild_type" numeric 
@attribute "mhy1_crt1_vs_cry1_wild_type___log_phase" numeric 
@attribute "prs_rox1_gal_media" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
1.186507,0.869776,1.508287,1.333538,0.982194,0.718586,1.411842,1.56612,1.486265,0.09966,1.388197,1.815494,1.696886,1.581515,0.977615,1.275241,1.255894,0.384774,0.391745,-0.356587,-0.086078,0.323407,0.144185,-1.420018,-1.205572,-0.118996,-0.29425,0.137529,-0.250382,-0.111396,-0.585423,-1.781382,-1.962541,-1.816501,-1.399888,0.71706,0.830976,-4.807564,0.280463,-0.592745,-1.631267,-1.104736,-1.751129,-0.000802,1.504495,1.03443,2.80351,-2.331896,-0.293284,-1.183673,0.343153,-1.332993,10@10/03@10/03/01@10/03/04@10/03/01/01@10/03/04/03@10/03/01/01/09
-1.07234,0.72112,-0.202869,-0.115657,-0.296068,-0.773863,-0.431017,-1.961795,-1.562945,-0.103067,-0.377621,-1.071449,-0.419503,-0.401463,0,-1.379107,-0.751324,-0.993943,-0.793239,-1.134073,-0.776294,-1.688562,-1.592368,-0.264793,-0.295127,-0.029008,0.68298,-0.374055,0.222506,-1.139793,-0.916502,-1.463129,-1.259008,-0.723719,-1.077389,-1.401414,-0.092183,1.580491,1.204664,0.046311,-0.281336,-0.357607,-0.189586,-1.515723,-0.91548,0.010937,0.171806,0.810562,0.929185,0.593549,-0.318412,-0.583833,10@11@12@10/01@10/03@11/04@12/07@10/01/03@10/01/05@10/03/04@11/04/03@10/03/04/05
-0.925978,-1.137083,-0.435509,-0.401918,-0.168242,-0.190004,-0.194544,0.072655,0.457513,0.368273,0.727042,0.403864,0.856876,0.572399,-0.754636,0.001721,-0.071089,-0.624043,-0.484425,-0.58175,-0.431186,0.030401,0.254202,-0.90498,-0.732705,-0.483948,0.148447,0.038455,-0.250382,-0.660693,0.454533,1.001237,1.154723,1.086673,0.136888,1.192204,0.285473,-0.026391,1.052295,0.357784,0.236333,-0.555439,-0.249538,1.839519,0.232835,-0.218618,-0.605676,0.478796,0.158985,-0.276677,-0.291843,-1.27893,10@42@43@10/03@42/29@43/01@10/03/01@43/01/03@43/01/03/05
0.074159,0.349479,-0.945011,-0.750798,-0.285416,-0.303167,-0.755556,-0.902845,-1.035745,-0.419828,-1.227677,-0.874033,-1.045693,-1.340072,-0.286855,-0.755508,-0.728301,-0.767723,-1.27262,-1.193732,-1.175455,-0.705367,-0.975407,-0.620988,-1.193809,-0.688921,0.861943,1.44351,1.27886,-0.9292,-0.762134,-0.847561,-0.673107,-0.894938,-0.662348,-1.471021,-1.134772,1.006241,1.559357,1.404976,-1.324891,-1.309934,-1.862668,-1.30602,-1.017977,-0.408695,-0.250675,0.255133,-0.317913,0.586195,-0.17494,-0.455111,11@12@16@20@11/04@12/04@12/07@16/03@20/01@11/04/03@16/03/03@20/01/21
-1.921237,-0.671294,-0.089433,-0.194379,-0.558822,-0.447492,-0.463634,0.133085,-0.083936,-0.019442,0.248629,0.144888,-0.227501,-0.229605,-0.186965,-0.034723,0.198913,-1.423455,0.386359,0.114908,0.656113,0.386348,0.088097,-0.2672,-0.445691,-0.743914,-1.139613,-1.045959,0,-0.2904,-0.351839,-0.839186,-0.453677,-0.89242,-0.432392,-1.855373,-0.876545,0.568232,0,-0.020817,0.037952,0.011748,-0.349923,0.447528,0.364866,0.585555,0.16007,0.497434,-1.097068,0,-0.440628,-0.166775,11@16@11/04@16/03@11/04/03@16/03/03@11/04/03/01@11/04/03/05
-0.116111,-0.579622,0.010545,-0.022622,-0.027988,-0.016158,-0.254886,0.584865,1.152846,0.424023,0.696243,1.1256,1.144879,1.002045,0.007944,0.149522,0.119377,0.00876,0.056,-0.63756,-0.069446,0.199693,0.083783,-1.102331,-0.643307,0.085977,-0.369603,-0.449711,-0.920896,-0.723871,-0.632139,-0.633997,0.367489,0.016553,-0.04259,0.299418,0.272562,0.0551,0.302944,0.701478,0.276244,0.328488,0.17431,-0.076729,1.591357,-1.185088,2.199128,0,1.226966,-0.019286,-0.137743,-0.627598,11@16@11/02@11/04@16/03@11/02/03@11/04/03@16/03/03@11/02/03/01@11/02/03/01/07
-1.306518,0,0.593107,0.811112,0.843716,1.099079,0,1.065421,1.152846,0.591273,1.041193,1.499204,1.203789,0.872049,0.921579,0.949269,1.199382,-0.043209,-0.136112,-0.033276,0.392084,0.002186,0.664072,-0.317741,0.347126,0.548417,0.953779,0.904905,0.290734,0.325585,0.905451,1.084988,1.231636,0.580569,0.787493,0.550608,0.769647,-0.20465,1.297084,0.682682,0.464061,0.615765,0.554936,-0.803457,-0.107664,0,-0.737702,-0.005806,0.613492,0,0.194368,0.01601,11@11/04@11/04/03@11/04/03/03
0.332731,-1.268396,-0.21056,-0.570096,-0.640488,-0.972309,-0.933319,1.574753,1.466317,0.685034,1.084312,0.819923,0.693237,0.521723,0.007944,-0.127858,-0.071089,-0.30917,-0.358745,-1.014756,-0.645319,-0.314694,-0.259213,-1.497033,-0.673891,-1.131364,-2.126262,-1.962847,-1.864321,-0.155269,-0.786508,-0.642372,-0.184479,-0.215097,-0.52774,0.650479,0.08212,-1.090854,-1.428059,-1.392908,-0.352941,-0.600687,-0.867184,1.10556,0.764431,0.301901,-0.294683,0.508618,-0.503746,-1.50725,0.518508,-2.576445,01@11@16@01/03@11/04@16/03@01/03/16@11/04/03@16/03/03@01/03/16/01
-0.721072,-3.131555,-2.148588,-2.831556,-2.67328,-2.090826,-2.068389,1.709999,1.340929,-0.270317,0.482702,0.550334,1.046696,0.453421,-1.161509,0.141423,-0.13388,-3.078832,-1.974633,-1.060943,-1.183771,-0.451429,0.60367,-0.866473,-0.436281,-2.131233,-0.39315,0.009633,-1.214981,-2.622721,-0.942907,0.992862,0.835757,0.935597,0.958558,0.626268,-0.311675,-1.663831,0.530247,1.174057,-1.840213,-2.837865,-2.353439,-0.134578,0.304062,-1.335688,-0.370965,0.460157,-0.835111,0,1.198671,-0.035479,11@12@16@12/01@16/01@16/03@12/01/01@16/03/03
-0.838161,-1.275829,-0.518183,-0.940446,-0.871286,-0.608217,-0.815898,-0.715802,-0.548442,-0.032113,-0.010084,-0.201121,-0.004953,-0.128252,-0.701037,-0.73931,-0.443649,-0.105878,-0.189975,0.330449,-0.007077,0.193182,-0.131938,0.113061,-1.118527,0.398437,0.021289,0.805831,1.180047,0.190455,0.066581,-0.05821,0.050786,0.9079,0.52669,0.580872,-1.141227,0.13277,1.494413,0.937767,0.616662,0.808335,0.722244,0.085971,0.048688,-0.402847,-0.94014,-0.117637,-0.655995,1.343659,-0.507051,0.221965,14@20@14/04@20/01@20/09@20/01/21@20/09/01
-1.082097,-0.071713,-0.570095,-0.317829,-0.399039,-0.134242,-0.440802,-0.537392,-1.121237,-0.204431,0.466276,0.187343,-0.1795,0.019369,-1.297945,-0.348548,-0.958535,-0.732568,-1.136167,-0.804989,-1.183771,-0.954964,-1.012079,-0.871286,-1.483176,0.463428,0.37686,0.288843,-0.059815,-0.006099,-0.496052,-0.531402,-0.424269,-1.189536,-0.471653,-1.201673,1.253822,0.640809,0.525251,0.733699,0.734047,-0.096638,-0.02646,-0.510596,-1.052722,-0.0417,-0.596875,0.270044,0.143312,0.380282,0.319241,0.67764,16@20@16/01@16/03@20/01@20/03@16/03/03@20/01/21@20/03/01@20/03/01/05
-1.160157,-2.252005,-1.433363,-1.833222,-1.805127,-1.593889,-1.539994,0.67407,0.089898,-0.711248,-0.726678,-0.498306,-0.288593,0.193431,-0.869145,-0.425486,-0.280392,-1.822396,-1.267233,-0.431641,0.246557,0.23659,0.502281,0.652166,0.055407,-0.998881,0.930231,0.960747,-0.208034,-1.764553,-0.500114,1.105925,0.822184,1.05394,1.34836,-0.212042,-0.253574,0.561866,1.734205,1.450623,-1.666483,-1.710858,-0.663626,-0.203274,0.578546,-0.040238,-0.309353,-0.087816,0.631404,1.542217,0.433487,0.615853,11@16@20@11/04@16/19@20/01@20/09@11/04/01@16/19/03@20/01/21@20/09/01
1.010873,-1.260963,0.214345,-0.103133,-0.649365,-0.155562,-0.246731,0.869746,1.591705,1.115829,1.262947,0.280744,1.574703,1.101193,-0.165038,0.479544,0.517053,-0.371839,-0.252815,-0.80114,-0.291895,0.1845,0.743889,-0.40679,0.761179,-0.706419,-1.379799,0.029448,-1.440839,0.460716,0.547966,1.373928,0.396897,1.620475,-0.04259,2.106174,0.679268,-1.008091,-1.458033,-1.025048,-0.837742,-0.348137,-0.07247,-1.331329,-0.175416,-0.711357,-0.473651,0.046382,0.870972,-1.293984,0.816079,0.613279,16@20@16/01@20/01@20/09@20/01/21@20/09/01
-1.355305,0.215689,-0.970005,-0.775846,-0.98846,-1.500406,-0.959412,-0.983417,-1.340666,-1.324498,-1.23589,-1.296461,-1.909703,-1.652942,-0.652309,-1.664587,-1.892027,-1.240033,-1.317505,-1.819184,-2.18791,-2.105281,-1.831819,-3.205802,-2.261877,-0.528942,0.386279,-0.001175,0.321319,-0.943239,0.064549,-0.049835,0.134486,-1.899593,-2.516013,-5.008874,-2.383941,0.193887,1.374517,0.64509,0.029735,0.820962,0.09205,-2.01467,-0.272701,0.215635,1.852928,-2.380356,-0.12984,0,-0.177597,0,11@14@16@20@11/04@14/04@16/03@20/01@20/09@11/04/01@11/04/03@16/03/03@20/01/21@20/09/01
0.401033,0.453539,-0.122118,0.252904,-0.003133,0.431577,0.387669,-0.275532,-0.089635,0.013501,0.304067,-0.00795,0.073594,0.327832,-0.186965,0.323644,-0.196671,-0.209817,-0.523925,-0.612542,-0.495634,0.177989,-0.649668,-0.616174,-0.351588,0.308448,-0.404924,-0.311007,-0.753856,-0.086826,-0.311216,-0.355526,0.200089,-1.033425,-0.701609,-1.289438,-1.250973,1.220152,0.090627,0.314822,-0.806048,-0.250273,-0.076653,-0.423823,0,-0.704046,0.095525,0.721097,-0.360453,1.127941,-0.329039,-0.084393,11@16@11/04@16/03@11/04/03@16/03/03@11/04/03/01@11/04/03/05
0,-0.046937,-0.112505,0.326258,0.137121,0.23477,0.099009,0,0.409067,-0.500919,0.051514,0.321076,0.084503,0.20665,0,0,0.044028,0.176896,-0.41979,-0.364285,-0.645319,0.117218,0.489338,0.423528,-0.384524,-0.106497,-0.183576,-0.388465,-0.005704,0.243103,0.617026,-0.219431,0.218186,0.640999,0.880037,0.193494,-0.314903,0.787237,0.587697,0.110754,0.262158,0.366371,0.642773,-0.373205,-0.703537,0,-0.508858,0.750919,0.293322,1.002923,-0.238705,0,11@16@11/04@16/03@11/04/03@16/03/03@11/04/03/01@11/04/03/05
-1.165035,0.698822,0.952642,1.292388,0.027048,0.425017,0.77418,0,-1.40906,-0.128408,-0.330395,-0.06951,-0.199137,-0.650436,0.551252,-1.17664,-1.182489,0.971722,0,1.569807,1.12388,-0.18664,-0.32393,0.418714,0.100106,0,0,0,0,-0.627349,-0.898222,-0.13568,-2.421761,-0.857169,-0.623087,0.599031,-0.114778,0.69556,0,0,-1.681743,-0.134521,0.294214,-0.011649,0,-0.861957,-0.494188,-0.087816,-1.101546,0,-1.250979,0.1782,11@12@11/04@12/04@11/04/03@12/04/01@11/04/03/01
-1.365063,0,0.106677,-0.579042,-0.509111,-0.367129,-0.119525,-1.768997,-1.329267,0.084456,-0.907366,-0.536516,-0.484959,-0.681283,-0.674237,-0.751458,-1.08621,-0.458964,-0.920715,-0.448962,0.242399,-0.310353,0.534639,-0.038562,1.304623,0.055981,0.334474,0.463574,-0.031583,-0.411491,0.261572,0.339606,0.157108,-0.300707,0.29393,0.329682,0.508193,1.547386,0.657637,1.788947,0.412411,0.343221,0.450368,-2.155677,-0.759128,-0.160133,-0.365097,0.728552,0.61797,0,0.444115,-0.045776,11@16@11/04@16/03@11/04/03@16/03/03@11/04/03/01
0.059523,-0.046937,-0.214405,0.213543,-0.113205,-0.158843,0.12021,0.987726,0.500259,0.178217,1.084312,0.630998,0.634328,1.083567,0.714488,0.728579,0.431239,-0.231216,0.068568,-0.314249,-0.046577,-0.182299,-0.155667,-0.336995,0.020118,-0.578936,-0.242445,-0.228145,-1.240861,-0.91516,-0.03904,0.061134,0.179729,-0.353583,0.369648,-0.699291,-0.218068,0.074199,-0.156659,0.293341,0.727004,0.578934,0.397387,-0.026111,0.107754,0.105975,0.098459,0.907482,0.347057,1.201481,0.481311,0,11@16@11/04@16/03@11/04/03@16/03/03@11/04/03/01
-0.760102,-0.443354,-0.318228,-0.258787,-0.349329,-0.495054,-0.479943,-0.312941,-0.081086,-0.584544,-0.459752,-0.307258,-0.812235,-0.357396,-0.537801,-0.24529,-0.445742,0.739388,-0.060704,-0.002485,1.491856,-0.583824,0.295189,-0.142051,0.765884,0.175966,-0.011677,-0.570402,0.215448,0.129032,0.151889,0.293543,0.498695,-0.154667,0.703363,0.284286,0.714774,-0.112974,-1.238223,-0.885422,-0.163951,-0.094534,0.131088,0.501761,-0.437739,0.094278,-0.10398,-0.311478,0.085099,-0.467882,0.189054,-0.568386,11@11/02@11/04@11/02/03@11/04/03@11/04/03/01
-0.179534,-1.112307,-0.548946,-0.938657,-0.473604,-0.577056,-0.659336,-0.445309,-0.166578,-0.280453,-0.336555,-0.179893,-0.157682,-0.335363,-0.369692,-0.376893,0.035656,-0.222045,-0.446721,-0.647182,-0.312685,-0.101994,-0.60221,-1.111958,-0.568025,0,0,0,0,-0.471159,-0.370119,0.218167,0.134486,0.195326,-0.132329,-0.078881,0.346802,0,-2.199891,0,0.707049,-0.167142,0.440609,-1.034853,-0.092028,-2.119391,-0.183195,0.072476,1.271745,0,-0.544247,0,11@11/04@11/04/03@11/04/03/01
-1.511424,-1.137083,-1.06806,-0.813418,-0.846431,-0.265446,-0.463634,0.323005,-0.309065,-0.609885,-0.52135,-0.498306,-0.244956,-0.820091,-0.666928,-0.310079,-0.364113,-0.659199,0.420472,-0.18146,-0.356343,0.149774,0.566997,0.170822,-0.250428,-0.898894,-0.341345,0.024044,-0.443302,-0.395697,0.231105,1.043112,1.071023,0.32374,0.282713,0.302444,-0.479522,-0.291233,0.335416,-0.187294,-0.316551,-0.199763,-0.607856,0.827162,2.072572,1.351713,1.920408,-2.958151,-1.258273,-0.418855,0.247505,-1.623904,11@16@11/04@16/19@11/04/03@16/19/03@11/04/03/01
-1.11137,0.349479,-0.068284,-0.008309,0.023498,0.046164,-0.300549,0.645294,0.032903,-0.559203,-0.213359,-0.264803,-0.004953,-0.048933,-0.284419,-0.425486,-0.17574,-0.491063,-1.33905,0.780775,-0.356343,0.470994,0.394421,0.267091,1.008199,0.350943,1.35409,1.086842,-0.113927,0.636211,0.614995,0.925861,-0.354142,1.026243,0.479017,-0.302834,0.973001,-0.138439,1.234638,0.967304,0.15299,0.284292,0.691571,0.176361,0.509056,0.244878,-0.749437,-0.072905,-0.631366,0.855842,-0.363579,1.697116,11@16@11/04@16/19@11/04/03@16/19/03@11/04/03/01
-0.965008,0.423807,0.335472,0.152713,0.147773,0.423376,0.13978,0.130207,0.089898,-0.17909,0.0741,0.287112,0.169595,0.325629,0.361216,1.129465,1.270545,-0.72034,0.528198,0.74421,0.537612,1.799285,1.839751,1.735188,1.645746,1.025855,-0.129416,0.276234,0.191922,0.960875,0.454533,0.155354,-0.31116,0.195326,0.392082,0.420474,-0.059905,-0.074775,-0.863547,-0.536358,0.575577,0.357953,0.49359,1.665972,0.919045,-0.607546,-0.925471,-0.013262,0.2978,-0.656635,1.097709,-0.362432,11@16@11/04@16/19@11/04/03@16/19/03@11/04/03/01
0.29858,-1.521112,-0.889254,-1.003065,-1.213931,-1.502046,-1.352447,0.699968,0.360622,0,-0.059363,0.028137,-0.133682,-1.137368,0.03718,-0.447757,-0.071089,-0.200646,-0.802217,-0.323871,-1.271087,-0.72056,-1.596683,-1.766585,-2.043088,-0.8514,-1.874301,-1.337778,-1.351437,-0.543112,-0.006541,0.249574,0.218186,0.55539,-0.39874,0.181389,-0.23098,-1.69057,-1.810228,-1.685585,-0.229686,-0.014559,-0.175643,0.971784,0.189404,0,-0.875595,0.19549,0.944857,-1.703357,1.031287,-1.250611,11@11/04@11/04/03@11/04/03/01
0.342488,-0.128698,0.060534,-0.362557,-0.613858,-0.713181,-0.457111,1.730143,0.354922,0.097126,0.230149,0.083328,0.387779,0.398338,0.246707,0.584827,0.138215,-0.31987,0.434835,0.438219,0.371295,0.518743,0.888422,-1.343003,-0.688006,0.918369,-0.39315,-0.352438,0.813029,0.869618,0.462657,0,0.372014,-0.225169,0.434147,-0.003221,0.747053,0.056373,-0.406443,-0.407473,0.266854,-0.298679,-0.423817,2.790412,0.807862,0.192241,-0.306419,1.030497,0.750068,0.064059,0.329869,-1.039508,11@14@16@11/04@14/10@16/01@16/03@11/04/03@16/03/03@11/04/03/01
-0.50153,-0.131176,-0.337454,-0.044092,-0.278314,-0.544255,-0.251624,0.440986,-0.052589,-0.204431,0.238362,0.605525,0.496871,0.656125,0.261325,0.009819,-0.253183,-0.170076,0.258883,-0.046747,0.308926,-0.414532,0.415993,1.03724,0.078932,-0.39396,-0.473213,0.935528,1.038887,0.622171,0.273759,-0.275962,-0.073633,0.122306,0.058366,-1.150224,-0.479522,-1.062842,0.447818,0.373894,0.23516,0.021219,-0.482375,1.590045,1.111879,0,-0.062906,0.352054,0,0,-0.33701,0.170476,11@11/04@11/04/03@11/04/03/01
-0.9211,-0.193116,-0.183643,-0.058405,-0.715054,-0.437652,-0.377199,0.843847,0.845076,0.282114,1.080206,0.021768,0.891785,0.885269,-0.627946,-0.05497,0.240773,0.150912,0.228361,-0.287306,0.572954,0.047765,0.066525,-0.546379,-0.226902,-0.126495,-1.189063,-1.427846,-1.356142,0.072873,0.497187,0.182573,0.555249,-0.323368,-0.724043,-0.281649,-0.337498,-0.339618,-0.491369,-1.229116,-0.025436,-0.157671,-0.276028,1.336956,1.970075,1.584192,2.392765,-1.910665,-0.27985,0.184175,-0.244019,-1.546671,11@14@11/04@14/10@11/04/03@11/04/03/01
