@relation 'derisi.train'

@attribute "g1" numeric 
@attribute "g1_bkg" numeric 
@attribute "r1" numeric 
@attribute "r1_bkg" numeric 
@attribute "g2" numeric 
@attribute "g2_bkg" numeric 
@attribute "r2" numeric 
@attribute "r2_bkg" numeric 
@attribute "f2" numeric 
@attribute "g3" numeric 
@attribute "g3_bkg" numeric 
@attribute "r3" numeric 
@attribute "r3_bkg" numeric 
@attribute "f3" numeric 
@attribute "g4" numeric 
@attribute "g4_bkg" numeric 
@attribute "r4" numeric 
@attribute "r4_bkg" numeric 
@attribute "f4" numeric 
@attribute "g5" numeric 
@attribute "g5_bkg" numeric 
@attribute "r5" numeric 
@attribute "r5_bkg" numeric 
@attribute "f5" numeric 
@attribute "g6" numeric 
@attribute "g6_bkg" numeric 
@attribute "r6" numeric 
@attribute "r6_bkg" numeric 
@attribute "g7" numeric 
@attribute "g7_bkg" numeric 
@attribute "r7" numeric 
@attribute "r7_bkg" numeric 
@attribute "f7" numeric 
@attribute "g1_ratio" numeric 
@attribute "g2_ratio" numeric 
@attribute "g3_ratio" numeric 
@attribute "g4_ratio" numeric 
@attribute "g5_ratio" numeric 
@attribute "g6_ratio" numeric 
@attribute "g7_ratio" numeric 
@attribute "r1_ratio" numeric 
@attribute "r2_ratio" numeric 
@attribute "r3_ratio" numeric 
@attribute "r4_ratio" numeric 
@attribute "r5_ratio" numeric 
@attribute "r6_ratio" numeric 
@attribute "r7_ratio" numeric 
@attribute "g1dashbkg" numeric 
@attribute "g2dashbkg" numeric 
@attribute "g3dashbkg" numeric 
@attribute "g4dashbkg" numeric 
@attribute "g5dashbkg" numeric 
@attribute "g6dashbkg" numeric 
@attribute "g7dashbkg" numeric 
@attribute "r1dashbkg" numeric 
@attribute "r2dashbkg" numeric 
@attribute "r3dashbkg" numeric 
@attribute "r4dashbkg" numeric 
@attribute "r5dashbkg" numeric 
@attribute "r6dashbkg" numeric 
@attribute "r7dashbkg" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
0.589808,0.5486,0.326258,0.248692,0.357596,-0.939657,0.221217,-0.910924,-0.055832,-0.083922,-0.700682,-0.25236,-0.613303,-0.11219,0.054458,-0.229609,-0.013224,-0.547472,-0.04322,0.502103,0.253252,0.462844,-0.240295,-0.075,0.256952,-1.017482,0.041297,-1.546379,-0.038372,-0.410146,-0.206306,-0.408399,-0.11219,0.34626,0.147555,0.77774,-0.087298,-0.545095,0.152618,0.107277,-0.537758,-0.332969,-0.767742,-0.132669,0.215699,-0.430084,-0.395874,0.559937,0.434125,-0.004925,0.074523,0.490475,0.31436,0.005974,0.321254,0.298327,-0.188224,0.031777,0.515612,0.170627,-0.159353,01@10@11@16@01/04@10/01@11/02@16/19@10/01/09@11/02/03@16/19/03@10/01/09/05@11/02/03/04
-0.341136,0.494608,-0.392518,-0.127395,-0.18662,-0.841951,-0.25287,-1.005282,-0.055832,-0.362249,-0.598913,-0.375199,-0.528652,-0.11219,-0.400818,-0.447576,-0.521387,-0.708631,-0.04322,-0.076451,0.341251,-0.308115,-0.329278,-0.075,-0.329759,-1.22261,-0.556713,-1.556735,-0.046398,-0.623908,0.319976,-0.557898,-0.11219,-0.082734,0.046396,-0.002882,1.260366,0.703134,0.278497,-0.566183,-0.103508,-0.231478,-0.180745,-0.919043,-0.636177,-0.475962,0.0927,-0.382114,-0.121926,-0.308274,-0.379608,-0.11432,-0.266493,0.021486,-0.391932,-0.172141,-0.328031,-0.483186,-0.275578,-0.432327,0.403096,20@20/03
-0.61183,-0.874257,-0.537697,-1.190813,-0.227487,-0.539061,-0.178027,-0.993845,-0.055832,-0.589622,-0.71522,-0.405121,-0.579442,-0.11219,-0.459836,-0.76109,-0.374356,-0.681771,-0.04322,-0.429618,-0.285093,-0.231754,-0.036623,-0.075,-0.539692,-1.360849,-0.429016,-1.618871,-0.463986,-0.50957,-0.260275,-0.452217,-0.11219,-0.70239,-0.864037,-1.41776,-0.815766,-1.217219,-0.644619,-0.604667,0.76499,0.783429,1.580249,0.541366,1.002046,0.221385,0.138791,-0.558948,-0.186893,-0.532489,-0.415938,-0.41253,-0.470818,-0.423654,-0.504746,-0.097583,-0.353107,-0.332544,-0.236469,-0.298209,-0.209289,20@20/09@20/09/07@20/09/16@20/09/07/03
1.483075,1.031355,1.514119,0.74798,0.397702,0.01135,0.304481,-0.133182,-0.055832,1.882991,-0.034336,2.03208,-0.018867,-0.11219,2.805488,2.117266,1.70651,1.261092,-0.04322,1.097187,0.147136,0.388058,-0.479561,-0.075,1.420319,0.520979,-0.201556,-0.224281,1.260404,0.434962,-0.50886,-0.057849,-0.11219,-0.797722,-0.105343,-0.685927,1.260366,1.119211,3.369537,6.841883,0.889061,-0.079242,0.516315,-0.919043,-0.832763,-0.916392,-0.884447,1.432941,0.399852,1.974871,2.737259,1.114178,1.404817,1.256634,1.503744,0.318146,2.139053,1.669483,0.47076,-0.184813,-0.517337,11@11/04@11/06@11/04/01@11/06/01
1.497428,1.107579,1.658891,0.644232,1.397293,0.177451,1.216871,-0.047401,-0.055832,0.927751,0.108626,0.930806,-0.035798,-0.11219,2.602915,0.725862,1.896266,0.535876,-0.04322,1.0678,-0.241093,0.580666,-0.410352,-0.075,1.394945,1.051637,-0.048205,-0.217377,1.435358,0.126746,-0.349569,-0.233124,-0.11219,-1.036051,-0.105343,-0.441982,0.604746,0.511099,2.432434,4.176904,1.323311,-0.079242,0.222816,-0.582026,-0.537883,-0.852163,-0.838355,1.442056,1.394043,0.958165,2.637468,1.124442,1.350476,1.472141,1.653068,1.231475,0.983221,1.927089,0.661925,-0.030549,-0.330079,12@12/01@12/01/01
-0.245822,-0.690047,-0.188983,-0.600745,-0.207688,0.330524,-0.076754,0.421531,-0.055832,-0.330745,-0.339644,-0.043804,-0.195693,-0.11219,-0.332003,-0.14302,-0.253581,-0.120699,-0.04322,-0.573404,-0.761321,-0.401008,-0.353007,-0.075,-0.510248,-0.549255,-0.64479,-0.369263,-0.273516,-0.310721,-0.210885,-0.019186,-0.11219,-0.559392,-1.116935,-1.564127,-0.742919,-1.153207,0.222551,-0.258315,0.516848,1.138646,1.873748,0.466473,0.936517,-0.457611,-0.211506,-0.200267,-0.235234,-0.305981,-0.332425,-0.510853,-0.485068,-0.24859,-0.171638,-0.112211,-0.02145,-0.253625,-0.369109,-0.620264,-0.215025,01@14@01/05@14/07@14/07/02@14/07/02/01
0.070623,0.475552,-0.111311,0.028227,1.058173,-0.359933,0.806635,-0.559224,-0.055832,0.287819,-0.279067,0.097708,-0.084707,-0.11219,0.219661,-0.40876,0.160301,-0.681771,-0.04322,0.554055,0.056549,0.585915,-0.13747,-0.075,0.616255,-1.124505,-0.350061,-1.501504,0.321433,-0.405175,-0.327327,-0.418709,-0.11219,0.489257,0.198135,0.533795,-0.160145,-0.641113,1.970876,1.271402,-0.723864,-0.383714,-0.620993,-0.095223,0.313993,-0.806285,-0.663206,0.037639,1.094533,0.334263,0.259713,0.564487,0.682676,0.377987,-0.11318,0.859867,0.11339,0.223368,0.629654,-0.228272,-0.282842,02@20@42@43@02/45@20/09@42/25@42/29@43/01@02/45/11@20/09/07@20/09/13@20/09/14@20/09/16@20/09/18@43/01/03@20/09/18/09@43/01/03/05@20/09/18/09/01
-0.686512,-1.229971,-0.631432,-1.378856,-0.437914,-0.9364,-0.437641,-1.142531,-0.055832,-0.400875,-0.855759,-0.133796,-0.707359,-0.11219,-0.616608,-0.958156,-0.632853,-0.839946,-0.04322,-0.478159,0.048785,-0.477894,-0.180973,-0.075,-0.535383,-1.09329,-0.284502,-1.135597,-0.596672,-0.564254,-0.505262,-0.457373,-0.11219,0.060264,-0.40882,-1.515338,0.714016,-0.257042,-0.798472,-0.489216,-0.22758,0.22523,1.763685,-0.656918,-0.046416,0.496653,0.000516,-0.609309,-0.367724,-0.31831,-0.562675,-0.497347,-0.480962,-0.554953,-0.593356,-0.347209,-0.051729,-0.588164,-0.473033,-0.192584,-0.461328,14@16@20@42@14/04@16/01@20/01@20/09@42/04@20/01/10@20/09/16@20/09/18@42/04/03@20/09/18/09@20/09/18/09/01
-0.454168,0.027733,-0.541967,-0.373796,-0.456444,-0.864749,-0.597385,-1.214014,-0.055832,-0.646876,-0.601336,-0.616152,-0.602016,-0.11219,-0.587897,-0.599854,-0.629273,-0.720569,-0.04322,-0.308135,0.077255,-0.412292,-0.408375,-0.075,-0.515036,-0.843569,-0.723746,-1.442821,-0.576609,-0.30575,-0.667497,-0.310451,-0.11219,1.204246,1.361466,-0.295616,0.896133,0.19104,0.222551,0.463249,-1.282185,-1.19564,0.076067,-0.769257,-0.341296,-0.457611,-0.515712,-0.463467,-0.392023,-0.605889,-0.56126,-0.325282,-0.473958,-0.562986,-0.534898,-0.502459,-0.572161,-0.594369,-0.373211,-0.610479,-0.647912,10@10/01@10/01/03@10/01/03/05
1.009865,0.856674,0.844753,0.430251,0.564723,0.571533,0.30261,0.458703,-0.055832,0.403697,0.280664,0.135054,0.218154,-0.11219,0.77087,1.21554,0.72909,0.759708,-0.04322,0.751629,0.134195,0.441064,-0.210634,-0.075,0.792197,-0.036434,0.431515,-0.421042,0.432986,0.504559,0.390626,0.318476,-0.11219,-0.321063,0.653352,0.77774,-0.342262,0.19104,0.362417,-0.171728,0.20667,-0.738932,-0.767742,0.092009,-0.341296,-0.512665,-0.266816,0.96465,0.524158,0.389314,0.702048,0.759783,0.801262,0.392114,0.838555,0.267418,0.114572,0.6949,0.48881,0.470809,0.361258,01@02@14@40@01/05@02/19@14/07@40/01@01/05/03@14/07/02
-0.695931,-0.72816,-0.650952,-0.620198,-0.628034,-0.167778,-0.68252,-0.093151,-0.055832,-0.755084,-0.184567,-0.769363,-0.116686,-0.11219,-0.562831,-0.393831,-0.549313,-0.341546,-0.04322,-0.682293,-0.551677,-0.659744,-0.414307,-0.075,-0.673263,-0.143458,-0.75624,-0.303675,-0.658468,-0.223725,-0.590959,-0.111978,-0.11219,0.250928,2.019001,2.046251,-0.014452,0.19104,-0.266981,-0.479595,-0.475722,-1.550857,-1.428115,-0.207562,-0.341296,-0.182343,-0.017921,-0.654885,-0.619661,-0.768459,-0.551587,-0.644832,-0.671521,-0.656889,-0.637045,-0.68083,-0.794291,-0.542748,-0.630286,-0.738265,-0.59494,14@16@14/07@14/10@14/13@16/01@14/07/05@14/13/01@14/13/01/01
-0.115072,0.780449,-0.114157,0.566421,-0.354911,1.141486,-0.3642,0.410094,-0.055832,0.332472,0.668356,0.07026,0.349833,-0.11219,0.01481,0.958758,-0.089842,0.568704,-0.04322,-0.335423,0.204076,-0.394973,-0.25216,-0.075,-0.251483,1.252306,-0.472912,0.459207,-0.14725,0.116804,-0.499375,-0.142909,-0.11219,-0.654724,-0.661719,0.728951,0.240512,-0.097013,0.43235,1.050122,0.702954,0.529702,-0.731055,-0.357347,-0.14471,-0.531016,-0.626332,-0.172921,-0.44727,0.268891,-0.060419,-0.36661,-0.32156,-0.165489,-0.133077,-0.40124,0.029884,-0.140705,-0.376767,-0.51579,-0.496418,01@02@11@01/05@02/01@11/02@01/05/25@02/01/03@11/02/03@11/02/03/04
0.668078,0.119837,0.349031,0.04768,0.663718,-0.620483,0.336523,-0.848018,-0.055832,0.132767,-0.458374,-0.071027,-0.447764,-0.11219,0.231738,-0.325156,0.149799,-0.595223,-0.04322,0.582392,0.015138,0.388583,-0.315437,-0.075,0.554496,-0.977348,0.147901,-1.304743,0.340694,-0.308236,0.253577,-0.233124,-0.11219,0.584589,0.703931,0.680162,-0.087298,-0.097013,0.43235,-0.094761,-0.7859,-0.789677,-0.731055,-0.132669,-0.14471,-0.531016,-0.30369,0.67023,0.717522,0.193198,0.265611,0.597982,0.612394,0.387128,0.350585,0.409455,-0.018374,0.205251,0.448608,0.25812,0.292091,10@16@10/01@16/03@10/01/03@10/01/05@16/03/01@10/01/03/05@10/01/05/01
-0.692792,-1.179154,-0.648309,-1.489089,-0.507972,-0.861492,-0.432729,-1.153968,-0.055832,-0.797271,-1.127143,-0.665647,-0.835275,-0.11219,-0.657168,-0.996972,-0.461476,-0.92351,-0.04322,-0.575503,-0.577559,-0.118918,0.06027,-0.075,-0.63233,-1.561517,-0.197565,-1.404849,-0.617003,-0.596567,-0.244902,-0.532122,-0.11219,0.203262,-1.167515,-1.173816,-2.017737,-2.177396,-1.036244,-0.912534,-0.413686,1.240137,1.176688,2.638362,3.262794,1.239879,0.885478,-0.619336,-0.444201,-0.70108,-0.601601,-0.532193,-0.553418,-0.572404,-0.606893,-0.341311,-0.594871,-0.403026,-0.132272,-0.082354,-0.182971,01@02@01/03@01/04@01/05@02/01@01/05/02@01/05/02/07
-0.616988,-0.112012,-0.681248,-0.665588,-0.608489,-0.535805,-0.699126,-0.956673,-0.055832,-0.837267,-0.758836,-0.819083,-0.603897,-0.11219,-0.651927,-0.558053,-0.649561,-0.732506,-0.04322,-0.624306,-0.184153,-0.643212,-0.380691,-0.075,-0.584215,-0.749924,-0.661037,-1.308195,-0.602022,-0.390261,-0.524887,-0.261477,-0.11219,2.300561,1.310887,1.021684,-0.014452,0.287058,-0.3509,-0.450733,-1.964577,-1.144894,-0.914492,-0.207562,-0.406825,-0.118113,-0.045576,-0.61888,-0.571064,-0.786522,-0.630854,-0.623493,-0.548829,-0.579883,-0.666172,-0.626328,-0.785302,-0.614471,-0.617706,-0.558386,-0.507215,20@20/01@20/09@20/01/07@20/09/18
-0.190203,0.497784,-0.21562,-0.237627,-0.117324,1.04378,-0.108329,0.524468,-0.055832,0.709692,0.753164,0.653857,0.276469,-0.11219,0.303516,1.493224,0.1097,0.750755,-0.04322,-0.428306,0.250664,-0.495476,-0.218544,-0.075,0.019251,0.712729,-0.102647,0.314225,0.117856,0.69098,-0.209249,0.331363,-0.11219,-0.511727,-0.611139,-0.393193,0.386206,0.159034,0.096671,0.453629,0.454812,0.478957,0.186129,-0.469686,-0.341296,-0.402558,-0.515712,-0.228979,-0.200193,0.653669,0.196253,-0.467094,-0.019178,0.045031,-0.209995,-0.152557,0.652746,0.051631,-0.48616,-0.129842,-0.259224,01@30@01/03@30/01@01/03/10@30/01/09@30/01/09/07
-0.476147,-1.423708,-0.417731,-1.858691,-0.368872,-0.15475,-0.429221,-0.116026,-0.055832,-0.560584,-0.33722,-0.650123,-0.3744,-0.11219,-0.523183,-0.578953,-0.56984,-0.410188,-0.04322,-0.569468,-1.027905,-0.503348,-0.240295,-0.075,-0.470751,0.021537,-0.543317,0.265897,-0.506788,-0.517027,-0.413024,-0.274365,-0.11219,-0.416395,0.501613,1.509573,1.151096,0.127028,0.026738,-0.393008,0.330741,-0.637441,-1.171303,-0.881597,-0.308532,-0.365855,-0.100886,-0.381658,-0.35954,-0.546825,-0.495912,-0.478979,-0.476132,-0.467144,-0.362601,-0.423418,-0.636506,-0.558383,-0.491356,-0.570761,-0.390136,01@11@16@42@01/06@11/02@16/03@42/19@01/06/10@11/02/03@16/03/01@11/02/03/04@11/02/03/04/01
3.3721,-1.233147,3.357318,-0.886053,4.345301,0.252359,4.161734,-0.256134,-0.055832,2.231995,-0.611028,2.20464,-0.39133,-0.11219,2.741002,-0.378902,3.351297,-0.281858,-0.04322,2.899231,-0.854496,2.852872,0.390497,-0.075,3.148375,-0.237103,2.088158,-0.051683,3.947306,-0.462344,0.595382,-0.398089,-0.11219,-0.654724,-0.40882,-0.393193,-0.997883,-0.449078,0.628162,2.550977,0.702954,0.22523,0.186129,0.766044,0.117406,-0.58607,-0.773826,3.514842,4.358714,2.408391,2.867718,3.073886,3.1894,4.138831,3.414805,4.219438,2.367333,3.507963,2.919262,2.112743,0.66627,12@12/01@12/01/01
-0.474128,-0.118364,-0.543797,-1.061128,-0.206927,-0.57163,-0.358119,-0.713629,-0.055832,-0.182816,-0.252413,-0.30118,-0.184406,-0.11219,-0.35046,-0.63867,-0.455032,-0.822039,-0.04322,-0.405217,-0.05992,-0.495476,-0.35103,-0.075,-0.447053,-1.953937,-0.579802,-2.012393,-0.391757,-0.531941,-0.434612,-0.465105,-0.11219,0.679921,0.90625,0.680162,0.823286,0.479093,-0.029208,-0.065898,-0.847936,-0.891168,-0.731055,-0.731811,-0.505119,-0.338328,-0.322127,-0.473265,-0.163617,-0.161474,-0.312373,-0.41091,-0.345229,-0.346371,-0.515002,-0.30238,-0.293494,-0.404763,-0.467837,-0.417649,-0.387437,10@11@10/03@11/02@10/03/01@10/03/03@11/02/03@10/03/01/01@11/02/03/01@11/02/03/04@10/03/01/01/09@11/02/03/04/01
0.143511,-1.433236,0.331138,-1.424246,1.026444,-0.473924,1.081685,-0.604974,-0.055832,-0.024477,-0.824259,-0.094649,-0.664093,-0.11219,0.071548,-0.752133,-0.126838,-0.672818,-0.04322,0.357268,-0.668146,0.931508,0.000948,-0.075,0.448453,-0.928296,-0.133146,-1.315098,0.188746,-0.636336,-0.110142,-0.508924,-0.11219,-1.036051,-0.611139,0.094695,0.859709,-1.473266,0.851948,0.280453,1.323311,0.478957,-0.290807,-0.731811,1.427984,-0.641124,-0.460402,0.248655,1.071513,0.071915,0.133501,0.437532,0.502744,0.266355,0.379097,1.14111,-0.016009,-0.075931,0.970689,-0.024793,-0.046998,01@02@16@01/01@01/02@02/10@16/21@01/01/03@16/21/07@01/01/03/02@01/01/03/02/01
-0.55509,-1.436412,-0.486864,-1.560416,-0.616358,-1.24906,-0.582182,-0.948095,-0.055832,-0.8285,-0.909066,-0.753614,-0.669736,-0.11219,-0.566021,-0.799906,-0.557906,-0.657896,-0.04322,-0.470812,-0.30321,-0.445618,0.388519,-0.075,-0.44442,-0.741005,-0.323837,-0.086202,-0.524444,-0.541883,-0.382605,-0.302718,-0.11219,-0.321063,-0.257082,-0.490771,0.131242,0.73514,-0.43482,-0.508458,0.20667,0.072994,0.259504,-0.282455,-0.668941,-0.044708,0.018953,-0.46096,-0.522979,-0.759571,-0.522806,-0.453048,-0.408265,-0.482656,-0.441775,-0.509065,-0.708183,-0.525376,-0.518158,-0.319794,-0.355047,01@02@01/05@01/20@02/01@01/20/15
-0.645246,-1.442764,-0.56596,-1.936503,-0.522948,-1.379335,-0.501024,-1.193999,-0.055832,-0.837541,-1.209528,-0.74574,-0.974478,-0.11219,-0.640762,-1.116406,-0.629989,-1.016027,-0.04322,-0.517516,-0.722498,-0.391037,-0.008939,-0.075,-0.466921,-1.73543,-0.537616,-1.532572,-0.600952,-0.745703,-0.582782,-0.547588,-0.11219,-0.511727,-0.307661,-0.832293,0.094819,-0.513089,-0.141101,-0.20059,0.454812,0.123739,0.699752,-0.282455,0.182935,-0.274099,-0.24838,-0.552112,-0.418623,-0.733479,-0.575178,-0.45737,-0.377109,-0.539164,-0.509669,-0.406902,-0.661581,-0.570544,-0.406303,-0.415058,-0.529483,10@14@42@10/01@14/07@42/10@10/01/09@14/07/04@42/10/03@10/01/09/05
-0.681354,-1.658733,-0.602966,-2.040251,-0.554169,-1.691995,-0.481143,-1.53998,-0.055832,-0.842745,-1.211951,-0.756089,-0.912401,-0.11219,-0.656257,-1.056689,-0.622828,-0.929479,-0.04322,-0.502823,-1.051198,-0.231754,0.0227,-0.075,-0.505461,-1.597192,-0.390536,-1.366878,-0.618341,-0.735761,-0.405174,-0.43933,-0.11219,-0.273397,-0.864037,-0.637138,-0.232992,-1.153207,-0.546713,-0.691254,0.144634,0.783429,0.442941,-0.02033,0.936517,0.08375,0.286285,-0.573304,-0.425529,-0.73864,-0.595939,-0.407938,-0.423481,-0.558277,-0.543718,-0.358298,-0.680269,-0.570296,-0.244674,-0.280365,-0.360445,14@18@14/07@18/02@14/07/07@18/02/01
0.343111,-0.277165,0.140007,-0.438639,0.536802,-0.125438,0.296061,-0.559224,-0.055832,-0.147751,-0.455951,-0.341002,-0.509841,-0.11219,0.111425,-0.650614,-0.046401,-0.672818,-0.04322,0.37511,0.121254,0.161336,0.036541,-0.075,0.594472,-0.625063,0.152462,-0.862892,0.274351,-0.32315,0.030505,-0.26921,-0.11219,0.393925,0.400453,1.070473,0.495476,0.255052,0.530256,0.13614,-0.599793,-0.53595,-0.951179,-0.544579,-0.374061,-0.558543,-0.41431,0.368519,0.550758,-0.10069,0.166764,0.373514,0.633647,0.320094,0.15511,0.344807,-0.29444,0.007704,0.163091,0.225886,0.066706,10@10/01@10/03@10/01/02@10/03/01@10/03/04@10/03/01/01@10/03/04/03@10/03/04/05@10/03/01/01/09
0.341317,-0.213645,0.251432,-0.678557,1.367341,0.154653,1.223654,-0.484881,-0.055832,0.491359,-0.509259,0.260818,-0.49103,-0.11219,0.283464,-0.626727,0.399942,-0.705647,-0.04322,1.007714,0.302428,1.222783,0.105751,-0.075,0.290225,-0.589388,0.264767,-1.000971,0.221116,-0.390261,-0.078088,-0.26921,-0.11219,-0.225731,-0.257082,0.436218,-0.742919,-0.929166,-0.085155,0.290074,0.082598,0.072994,-0.547618,0.466473,0.641637,-0.310801,-0.46962,0.362138,1.365652,0.574534,0.34299,1.00586,0.324745,0.272449,0.275103,1.274417,0.335993,0.474521,1.259761,0.350794,-0.045311,16@20@16/01@20/09@20/09/07
