@relation 'eisen.train'

@attribute "alpha_0" numeric 
@attribute "alpha_7" numeric 
@attribute "alpha_14" numeric 
@attribute "alpha_21" numeric 
@attribute "alpha_28" numeric 
@attribute "alpha_35" numeric 
@attribute "alpha_42" numeric 
@attribute "alpha_49" numeric 
@attribute "alpha_56" numeric 
@attribute "alpha_63" numeric 
@attribute "alpha_70" numeric 
@attribute "alpha_77" numeric 
@attribute "alpha_84" numeric 
@attribute "alpha_91" numeric 
@attribute "alpha_98" numeric 
@attribute "alpha_105" numeric 
@attribute "alpha_112" numeric 
@attribute "alpha_119" numeric 
@attribute "elu_0" numeric 
@attribute "elu_30" numeric 
@attribute "elu_60" numeric 
@attribute "elu_90" numeric 
@attribute "elu_120" numeric 
@attribute "elu_150" numeric 
@attribute "elu_180" numeric 
@attribute "elu_210" numeric 
@attribute "elu_240" numeric 
@attribute "elu_270" numeric 
@attribute "elu_300" numeric 
@attribute "elu_330" numeric 
@attribute "elu_360" numeric 
@attribute "elu_390" numeric 
@attribute "cdc15_10" numeric 
@attribute "cdc15_30" numeric 
@attribute "cdc15_50" numeric 
@attribute "cdc15_70" numeric 
@attribute "cdc15_90" numeric 
@attribute "cdc15_110" numeric 
@attribute "cdc15_130" numeric 
@attribute "cdc15_150" numeric 
@attribute "cdc15_170" numeric 
@attribute "cdc15_190" numeric 
@attribute "cdc15_210" numeric 
@attribute "cdc15_230" numeric 
@attribute "cdc15_250" numeric 
@attribute "cdc15_270" numeric 
@attribute "cdc15_290" numeric 
@attribute "spo_0" numeric 
@attribute "spo_2" numeric 
@attribute "spo_5" numeric 
@attribute "spo_7" numeric 
@attribute "spo_9" numeric 
@attribute "spo_11" numeric 
@attribute "spo5_2" numeric 
@attribute "spo5_7" numeric 
@attribute "spo5_11" numeric 
@attribute "spo__early" numeric 
@attribute "spo__mid" numeric 
@attribute "heat_0" numeric 
@attribute "heat_10" numeric 
@attribute "heat_20" numeric 
@attribute "heat_40" numeric 
@attribute "heat_80" numeric 
@attribute "heat_160" numeric 
@attribute "dtt_15" numeric 
@attribute "dtt_30" numeric 
@attribute "dtt_60" numeric 
@attribute "dtt_120" numeric 
@attribute "cold_0" numeric 
@attribute "cold_20" numeric 
@attribute "cold_40" numeric 
@attribute "cold_160" numeric 
@attribute "diau_540" numeric 
@attribute "diau_660" numeric 
@attribute "diau_780" numeric 
@attribute "diau_900" numeric 
@attribute "diau_1020" numeric 
@attribute "diau_1140" numeric 
@attribute "diau_1260" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/05,01/20/15,01/20/17,01/20/19,01/20/31,01/20/37,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/16/01,02/16/03,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/07,16/17/09,16/19/03,16/19/05,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/07,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/02,01/01/09/02/01,01/01/09/03/01,01/01/09/04/01,01/01/09/05/01,01/01/09/06/01,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/05/03/02/04,01/05/03/03/04,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
4.787614,3.509212,1.126498,-0.335929,-1.00146,0.129522,-0.973037,0.265287,0,1.601682,1.562787,0.746446,0,0.66666,0.270215,1.990807,0.176102,0.578906,-0.042466,0.51984,1.027212,0.477829,0.541428,0.554409,1.103569,1.570586,1.352283,1.138842,0.471977,0.713488,1.593023,1.807562,0.148216,0.402455,-0.028409,-0.412163,-0.822294,-0.752821,1.10094,0.957501,0.144747,-1.563085,-0.567161,0.483342,-1.398324,-1.107497,-0.180061,1.523379,-0.564249,0,0,-1.284532,-0.801936,1.271324,-0.489275,0.922805,-0.001133,-0.185098,0.555379,0.320378,0.196081,1.172045,0.049392,1.169176,-0.628784,0.104499,-1.306916,-0.939003,1.575626,1.422777,1.610719,0.446006,-0.16093,3.007076,-0.279519,-0.692651,-1.502227,-0.908835,-0.362001,34@40@41@34/11@40/01@41/01@34/11/03@41/01/01@34/11/03/07
0.649703,4.016291,0.048011,0.091169,0,-0.671061,0.31892,-0.457126,0.326753,-0.001146,0.525657,0.174465,0.218033,0.032954,-0.172974,0.069959,-1.010277,0.545745,-0.366987,0.180926,-2.366038,1.692808,0.379668,0.475027,0.992233,0.026764,0.197543,1.026401,-0.761235,0.631891,-1.829768,0.489417,2.011909,1.471763,1.149563,0.766564,1.198185,-0.394104,0.967079,0.267637,0.825583,1.129304,1.015395,0.843821,0.739012,0.315441,0.251592,0.572774,-0.397657,-0.355571,0.259265,-0.082829,0.121139,-0.640001,1.027323,0.991172,-0.684056,-0.551138,-0.014297,0.21671,0.614964,1.025056,1.10983,0.896385,0.241815,-0.035997,-1.085641,-0.657395,1.575626,1.016701,2.718543,1.377071,-1.14309,1.229178,-0.992879,-0.721706,-0.917526,0.276418,-0.100945,01@10@11@14@01/04@01/05@10/03@11/02@14/07@01/05/25@10/03/02@11/02/03@14/07/03@11/02/03/04
0.074379,-0.4499,-0.27324,-0.691843,0.11513,0.84433,0.165115,0.41579,-0.319628,-0.384431,-0.367428,-0.433265,-0.469362,0.032954,-0.05479,0.069959,-0.208669,0.678387,1.491635,0.36168,0.225657,-0.089161,1.404145,0.580869,0.68606,0.195181,-0.513066,0.183092,0.163674,-0.945644,-0.579133,-0.798073,0.756769,0.660564,0.324982,0.391514,1.026635,0.721907,0.641987,0.659182,0.069099,0.811568,0.807164,0.17436,0.662129,0.524697,0.189927,1.264123,-0.333583,0,-0.702755,-0.50924,-0.459351,0.870562,0.11371,-0.239426,-0.148091,-0.770762,-0.095679,0.654419,0.031066,-0.459537,-0.544453,0.09506,0.900072,-0.919113,-0.140194,0.388577,1.173341,1.136135,2.139829,2.366328,0.074788,0.775246,-0.992879,-1.622419,-0.739574,-0.829058,0.160111,18@20@32@40@42@18/02@20/09@32/01@40/01@42/04@18/02/01@20/09/18@40/01/03@42/04/03@18/02/01/01@20/09/18/09@40/01/03/01@20/09/18/09/01
0.27353,-0.4499,0.116851,0.019986,0.196832,0.272484,0.165115,0.205086,-0.190352,-0.698027,-0.453855,-0.433265,-0.383438,-0.424722,0.211123,-0.493049,0.753259,-0.250103,-0.219477,-0.903599,-0.89652,-1.412138,-0.995287,-1.297828,-1.48499,-0.646904,0.197543,-0.294783,-0.946217,0.631891,0.539857,-0.583491,2.087978,1.895798,0.71764,1.623819,2.208425,2.216564,1.426032,0.342217,0.731022,1.630991,2.202311,0.517673,0.123951,0.08526,0.189927,0.702402,-0.397657,-0.440453,-0.304678,-0.131285,-0.18338,0.346489,0.369522,0.3622,-0.338272,-0.287589,-0.041424,0.159117,0.284935,0.010829,0.982578,-0.689216,-0.81989,-1.180034,0.141429,0.489151,0.541179,-0.058207,1.147748,0.1405,0.939089,-0.170444,-2.484451,-1.535253,-0.68873,-0.703695,-0.362001,01@11@01/05@11/02@01/05/25@11/02/03@11/02/03/01@11/02/03/04
-0.34605,0.642269,0.025065,1.419918,-0.565718,0,-1.43445,-0.577529,-0.966009,0,-0.050527,1.568669,0.518769,-0.037457,-1.00026,-0.327458,-0.497248,0.147821,0.606577,0.926537,-0.255276,0.504828,0.703187,1.295303,1.159237,1.037266,1.085805,1.026401,1.057753,0.387101,0.561798,1.59298,2.35422,1.176781,0.540944,1.177332,1.083818,0.881337,0.775849,0.155768,0.220396,0.962075,0.557287,-0.289113,0.293093,-0.144922,0.035766,0.529565,-0.679582,-0.461674,-0.603236,-0.315417,-0.249994,-0.562931,0.625333,0.3622,-0.48523,-0.250985,-0.394081,0.193673,0.221468,0.613486,0.622029,1.288522,0.156878,-1.3406,0.402936,0.509266,-0.234657,-0.727039,0.304479,1.1734,0.978375,-0.510893,-1.446836,-0.518319,-0.739574,-0.407382,-0.080864,11@16@11/04@16/03@11/04/03@16/03/03@11/04/03/01
1.468434,0.564257,1.769,1.135186,1.776399,0.272484,1.364789,1.559611,1.748791,0.869956,1.505169,0.674949,1.378014,1.476394,1.98388,0.798556,2.067895,-0.150622,-0.86852,-0.225771,0.279094,0.693825,2.455581,1.163001,1.187071,1.289891,0.375195,0.660967,-0.206289,-0.07528,-0.732719,0.550726,-0.041956,-0.814343,-0.656661,-0.376444,-0.269521,-0.45389,-0.562763,-1.00022,-0.328055,0.560725,0.51564,-1.473544,0.123951,-0.10307,0.082014,-1.025969,1.921817,0.365932,-0.122226,0.188524,0.749211,2.103675,-1.09226,0.813419,-1.176798,-2.02994,0.365487,-0.543522,-0.36243,-0.106762,0.60082,2.106897,-0.904827,-1.641662,-1.588538,-1.200496,1.920442,0.156775,1.511511,1.551646,1.174807,0.283487,-1.381985,-2.377855,-2.214037,-1.934534,-0.874072,01@01/01@01/05@01/01/11@01/01/11/03@01/01/11/03/01
0.738215,1.929468,2.182037,1.016548,1.830866,-0.184993,1.703158,1.589712,1.457919,-0.175366,0.698512,-1.291236,0.132109,0.103366,1.570237,0.368021,1.939638,0.379944,-2.53538,-3.117838,0.733308,1.935804,1.619824,0.051659,-0.260295,-1.180224,-1.430936,-1.531635,-3.196829,-0.728053,0.912853,1.225126,-0.327215,-0.666852,-0.931521,-0.947948,-1.508494,-0.712964,-0.773117,-0.030682,-0.800857,-0.660048,-0.567161,0.105697,-0.998534,-0.961018,-1.197528,-0.421039,-0.179806,-0.514726,-0.702755,-0.557696,-0.630643,0.916804,-1.000899,-0.540239,-1.600383,-1.810316,-0.990884,0.366453,-0.641686,0.510593,2.573234,0.896385,-0.182867,-2.785699,-0.804018,-0.033835,-0.320861,-1.539191,1.461907,1.682577,0.781943,0.964385,0,-1.971082,-2.442834,-0.475762,1.244498,01@01/01@01/01/03@01/01/03/01@01/01/03/05@01/01/03/01/02@01/01/03/05/01
0.229274,-0.157355,1.24123,0.447084,0.632574,0.644184,0.31892,1.138203,1.619515,0.591204,2.686345,2.283646,0.690618,1.265159,1.511145,1.990807,-0.112476,0.844189,-1.060283,0.04536,-0.469024,0.39683,0.190949,-0.715697,-0.538635,-0.422348,-0.572284,-0.603996,-0.946217,-0.292871,-0.776601,-0.706109,0.205268,0.070601,0.324982,-0.644337,-1.070088,-0.154959,0.049174,-0.739191,0.031275,0,-0.567161,0.071366,-0.13745,-0.270475,-1.351689,1.480169,0.114934,0.259829,-0.238332,-0.412328,-0.221445,0.099867,0,0.266486,0.232271,0.517699,2.834084,0.066967,0.589577,0.96626,1.470379,1.220324,-1.010997,-0.878971,-0.985061,-0.697625,-0.090984,-0.03432,2.007552,0.009569,0.349793,1.19135,0.239289,0.643891,0.048501,-0.031292,0.180193,14@42@14/13@42/07@14/13/01@14/13/01/01
0.605448,2.690086,0.667567,1.443645,0.768744,-0.413731,-0.696189,-0.276523,-0.25499,-0.488963,-1.548604,-0.326018,2.537994,-1.19925,2.545253,1.096619,-0.208669,2.668009,0.149297,-0.903599,-1.350735,0.288832,-0.644808,-0.424631,-0.705639,-1.011807,0.286369,-1.081871,-1.162029,-1.652815,-1.017952,-0.583491,-0.688544,-0.095326,-0.499598,-1.251559,-1.070088,-0.194816,-1.117331,-0.384936,-0.800857,-1.462748,-0.837861,-0.426438,-0.952405,-1.065646,-0.997118,-0.550667,0.922265,0.578139,0.217798,0.527714,0.045009,0.485215,-0.854721,-0.08902,0.621278,0.70804,0.853781,0,0.259548,0.495894,0.282689,1.135077,-1.435679,-0.256776,-1.648886,-1.321185,1.690565,1.422777,0.354083,0.62058,-0.16093,-0.624376,-0.214668,0.643891,-0.129451,0.378987,0.732426,10@16@32@10/01@10/03@16/01@16/03@32/01@10/01/05@10/03/02@16/03/01@32/01/09@10/01/05/01@10/01/05/03@10/03/02/01@10/01/05/03/01
0.516936,1.285868,0.621674,0.541995,0.2513,0.501222,-0.01945,-0.035719,0.035881,-0.314742,0.035901,0.174465,0.003222,-0.35431,-0.409341,-0.062514,-0.561377,-0.382745,-0.440742,-0.519496,-0.575898,-0.008163,-0.860488,-0.477552,-0.399465,-0.899529,-1.046023,-1.587856,-0.761235,-0.592058,-0.491369,-0.920691,0.300355,0.070601,0.44278,-0.483601,0.721657,0.422975,0.374265,-0.310357,-0.120022,0,-0.129876,-0.237616,-3.320387,0.08526,0.714077,0.054263,0.601896,0,0.126572,-0.063447,-0.345156,0.069039,-0.946082,-0.184733,0.5867,0.766606,-0.014297,0.585307,0.411869,0.084324,-0.332365,0.470148,-0.35274,0.004145,-0.301121,-0.59705,-0.665677,1.160022,0.535965,1.027921,-0.514508,-0.889169,0.433841,0.760112,-0.459934,0.869044,0.692264,11@12@16@11/04@12/04@12/07@16/19@11/04/03@16/19/05@11/04/03/01
0.870982,1.539408,0.942925,0.233535,0.795978,0.129522,-0.603906,0.536192,1.716472,0.277607,1.303505,0.424707,0.862467,0.138572,0.536129,1.229091,-0.336927,0.247302,-0.691508,-0.903599,0.840182,-0.359157,-1.453606,-1.059684,-1.123148,-0.618834,-1.105241,-0.744547,-0.637914,-0.456064,-0.337782,-1.043309,0.205268,0.32871,-0.931521,-0.483601,-2.175634,-2.426837,-1.193824,0.957501,-0.857594,-1.730314,-0.796215,0.071366,-2.259408,-2.049148,-0.62713,0.529565,-0.333583,-0.090312,-0.445664,-0.838739,-1.06839,-0.470448,-0.416186,-1.511044,-0.614899,-0.507213,-0.095679,1.138203,0.9323,0.187217,0.706864,1.04983,-1.117168,-0.076139,0.242009,-0.476361,-0.090984,0.658398,0.502896,0.125952,-0.946658,0.207832,-1.219857,1.195941,-0.96837,0.492954,0.862954,11@11/02@11/02/03@11/02/03/01@11/02/03/04
-1.231165,-0.05984,-0.135561,-0.027469,-1.600606,-0.356546,-1.311406,0,-0.513543,0.73058,0,0.603451,-1.19972,0.314601,-1.857093,0.235549,0.144038,0.545745,-0.248979,1.197668,1.508145,0.42383,0.730147,-0.080644,0.936565,-1.264433,-1.194067,-0.379113,0.656959,-2.060798,-1.215421,-0.246291,-0.403285,0.679,-0.165839,-0.644337,-0.936661,-0.792679,-0.868732,-1.00022,-0.725209,0.025592,-0.650453,1.015477,-0.783263,-1.149349,-0.997118,-0.334621,0.05086,-0.047871,-0.147106,-0.383255,-0.021604,0.207764,-0.653726,-0.116366,0.725013,0.239509,-0.122807,-0.439854,0.500723,0.187217,0.537194,1.220324,-0.862359,0.325278,-0.099962,-0.033835,-0.953024,1.733306,0.469826,1.464358,-2.910978,-1.532239,0.822947,0.498615,-0.96837,0.606921,0.943279,10@16@34@10/01@10/03@16/01@34/11@10/01/05@10/03/02@34/11/03@10/01/05/01@10/01/05/03@34/11/03/07@10/01/05/03/01
0.760343,0.817796,0.048011,-0.288473,0.441937,-0.671061,0.103593,-0.366825,0,-0.279898,-0.136954,0.353209,0.132109,-0.495133,-0.291158,-0.857347,0.176102,-0.382745,0.518071,0.36168,-0.255276,-1.007145,-1.049207,-1.721197,-1.679828,-1.124085,-0.335414,-0.294783,-1.038708,0.387101,-0.030608,0.64269,-1.962701,-0.648416,-1.284912,-0.16213,-0.155155,0.422975,0.221281,-0.459516,-1.00889,-0.726939,-0.671276,-0.323444,-0.552615,-0.688986,-0.426719,0.2271,0.627525,-0.567777,-0.99302,-0.383255,0.16872,2.042019,-1.3298,0.594646,0.387874,0.100414,0.799526,1.161241,0.361095,0.437098,0.685655,0.197357,0.029474,-0.337059,-0.985061,-0.59705,-0.00478,1.733306,1.32963,-0.077719,-1.300236,-0.700031,0.498692,-0.460208,-0.25656,0.937424,1.585879,01@14@20@01/06@14/07@20/01@20/09@01/06/10@14/07/01@20/01/13@20/09/03
-0.301795,-0.235367,0.093904,-0.027469,0,0.615591,0.441963,0.807097,0.003562,-0.175366,-1.721459,-0.040028,-0.984909,0,-1.029806,0.036841,0.560874,0.015179,0.105044,-1.219919,-0.656054,-1.196142,-0.914408,-1.668276,-1.902499,-1.517058,-1.963893,-1.700297,-1.223689,-1.788809,-1.171539,-1.595091,-0.041956,0.199656,-0.283636,-0.483601,-1.031966,-0.254602,-0.620133,-0.217132,-0.800857,-0.693494,-0.671276,0.466176,-1.183052,-0.772688,-0.735043,-0.334621,-0.090102,-0.355571,-0.603236,-0.945342,-0.659192,-0.223825,-0.909537,-0.389833,0.04209,0.078451,-0.177061,-0.186443,0.196081,0.099023,-0.502035,0.777038,-0.034229,0.967544,-0.84425,0.247773,-0.00478,1.279456,0.188737,0.271431,-0.71094,-0.586548,0.206863,-0.837927,-0.002342,0.937424,1.063767,11@14@11/04@14/10@11/04/03@11/04/03/01
0.804598,0.739784,0.392209,0.636905,0.305767,-0.042031,0.288159,0.144885,0.456029,-0.698027,-0.597901,-0.397516,0.862467,0.596248,0.033848,-0.327458,0,-0.382745,0.400063,-0.85841,-0.709491,-0.359157,-1.049207,2.750633,-0.455133,-2.134587,-2.023111,-2.712268,-0.637914,-1.598417,-1.544535,-2.392108,-1.221027,0.144347,-0.283636,-0.608618,0.054518,-1.131468,-0.084688,-1.11209,-0.763033,0.192821,-1.358438,-0.083125,-0.844769,-1.023795,-1.043366,-1.58769,0.127749,-0.207026,-0.288091,-0.383255,-0.554514,0.870562,-0.653726,-0.882072,-0.027066,-0.038682,0.039958,0.285822,0.576884,0.936862,0.049392,1.015731,-0.968529,0.244994,-1.306916,-1.26084,-0.37833,1.32723,0.750916,0.591485,-0.946658,-0.510893,1.276903,-0.63454,0.124767,0.219434,0.581817,42@42/01
-0.213283,3.353188,0.392209,-0.21729,-0.647419,-0.556692,-0.634667,-0.63773,-0.416585,0.695736,-0.972421,1.211181,-1.027871,-0.565545,-3.245752,-0.493049,-0.497248,0.04834,2.435697,0.926537,0.439405,-0.845148,-1.831045,-1.350749,-1.06748,-1.180224,-1.638197,-1.840849,0.533638,0.387101,-0.447487,0.366799,-0.517388,0.715873,-0.008776,0.070043,-0.231399,-0.832537,-0.868732,-1.168025,-0.895418,-0.175083,-1.212677,-1.422047,-0.890899,-1.1912,-1.151279,1.004867,0,-0.164585,-0.628116,-0.606151,-1.096939,0.423559,-0.653726,-1.456351,0,0.664115,0.908036,2.082734,0.995767,0.495894,1.321918,0.794088,-1.117168,0.004145,0.423052,-2.528075,0.138893,1.279456,0.651708,0.475101,-2.085964,-0.964824,0.920223,0.934444,-0.739574,1.803569,1.425229,10@16@32@10/01@16/03@16/21@32/01@32/05@10/01/05@16/03/01@16/21/05@32/01/09@32/01/13@32/05/01@10/01/05/01@32/05/01/07
-0.633713,-0.05984,-0.066721,-0.502022,-1.110396,-1.300092,-1.034558,-1.631048,-0.6105,-1.151,-0.597901,-1.291236,-2.316738,-1.128839,-1.354812,-1.354118,0.176102,0.678387,-0.042466,-1.287702,-1.43089,-1.601135,-0.995287,-1.139065,-1.429322,-0.282,0.404804,-0.519665,-1.624483,-1.380826,-0.359723,0.612036,-0.859699,-0.205944,-0.264003,0.212919,0.207007,-0.254602,-0.390656,-0.645966,-1.935583,0.36005,0.140825,-0.495101,0.077822,-0.270475,0.159095,-1.198806,0.191823,-0.726933,-0.677875,-0.34449,-0.630643,1.132599,-0.489275,0.512606,-0.001133,-0.20706,-0.095679,0.354934,0.741899,-0.356644,-1.307968,0.146208,-0.395208,-0.59798,-0.482164,-1.160266,-0.090984,1.972174,1.759531,0.096856,-0.789513,-1.305273,-1.284708,-0.256822,-0.307404,0.903234,-0.080864,01@42@01/06@42/16@01/06/02@01/06/02/01
-0.03626,1.071335,1.447749,1.182641,0.87768,-1.15713,-0.357819,-0.216322,1.78111,0.207919,0.237565,-1.112492,-0.598249,-1.128839,1.333869,-0.559285,-0.785827,0.479425,0,-0.406525,-0.656054,0.585827,-0.402169,1.771593,-0.510801,-1.685475,-1.81585,-2.178172,-1.162029,-2.414383,-1.478712,-1.993599,0.300355,0.384019,0.44278,0.212919,-0.326705,-0.314389,0.565495,0.043898,-0.555,-0.509542,-0.796215,-0.151788,-0.552615,-0.688986,-3.972438,-0.118574,-0.448916,-0.02665,-0.022707,0.091612,-0.040637,-0.254653,0.424338,-0.116366,-0.104868,-0.009399,0.908036,-0.186443,-0.007014,0.848669,-0.332365,0.657692,-1.223338,-0.296918,-2.332826,0.408692,0.081424,1.231682,1.180818,0.547841,0.310506,-0.39741,-0.376795,0.179007,0.531515,-0.145259,0.129989,20@34@20/01@20/03@34/01@34/11@20/01/01@20/03/01@34/01/01@34/11/03@20/01/01/01@20/03/01/01@34/11/03/07
-0.1469,1.071335,0.025065,0.945365,0.142364,0.272484,-0.450102,0.355589,0.617624,1.218397,1.245886,0.353209,-1.285645,-0.671163,1.658874,0.235549,-0.593441,0.147821,0.267305,-0.157988,-1.297298,1.125818,-0.26737,-0.37171,-0.761307,-1.741614,-1.57898,-3.83668,-1.624483,-1.299229,-1.720063,-1.6564,-1.125941,-0.003144,-0.362168,0.90944,-0.288582,-0.194816,-4.062278,0.491377,-0.64956,-0.225252,-0.379753,0.157194,-1.398324,-0.835465,-0.565465,-0.161784,-0.346398,-0.398012,-0.254918,-0.237887,0.16872,-0.038858,-0.087285,0.717706,-0.37285,-0.316872,-0.665355,-0.013663,0.018373,0.775174,-0.4172,0.384901,-1.223338,-0.638121,-1.18622,0.388577,1.66183,1.422777,1.246956,1.115209,-0.200217,0,0.077161,0.556725,-0.002342,-0.452968,-0.231473,10@11@10/01@11/02@10/01/05@10/01/09@11/02/03@10/01/09/05@11/02/03/01@11/02/03/04@11/02/03/01/04
-0.633713,0.057178,0.116851,-0.763026,0,0.272484,-0.696189,0,-0.416585,-1.255533,-0.165764,-0.254521,-0.168627,-0.283898,-0.05479,0.368021,-1.010277,-0.84699,0.562324,-0.768033,-0.175121,0,0.595347,-0.186486,0.491222,0.110972,-0.809153,-0.800768,-0.206289,-0.700854,-0.644956,-0.368909,0.47151,0.144347,-0.067675,-0.287147,-0.040788,-0.13503,0.106543,-0.515451,-0.422615,0.025592,0.078355,-0.718255,-0.014437,-1.023795,-0.395887,-1.501271,0.3456,-0.185805,0,-0.412328,-0.097734,-0.43962,0.387794,0.32118,0.15447,-0.316872,0.718144,0.377971,1.071928,0.672281,0.558403,0.759989,-1.053466,-0.296918,-0.542511,-0.59705,0.081424,0.347869,1.098144,0.736964,-0.946658,-1.456584,-2.484451,0.004676,-0.5362,-0.054085,-0.040701,11@16@11/02@16/03@11/02/01@11/02/03@16/03/03@11/02/03/01
